kodHVyk;nazovHVyk;kodMS;nazovMS;Dgs
5n725;Parciálna pankreatektómia s čiastočnou resekciou žalúdka (cefalická duodenopankreatektómia);S44-58;Resekcie pankreasu - onko;C250, C241, C788, D137, C494
5n72a;Totálna pankreatektómia s parciálnou resekciou žalúdka;S44-58;Resekcie pankreasu - onko;C25, C788, D137, C494
5n72b;Totálna pankreatektómia so zachovaním pyloru;S44-58;Resekcie pankreasu - onko;C25, C788, D137, C494
5n72c;Totálna pankreatektómia so zachovaním duodena;S44-58;Resekcie pankreasu - onko;C25, C788, D137, C494
5n72d;Totálna pankreatektómia, odstránenie transplantátu pankreasu;S44-58;Resekcie pankreasu - onko;C25, C788, D137, C494
5n72x0;Parciálna pankreatektómia, ostatné;S44-58;Resekcie pankreasu - onko;C25, C788, D137, C494
5n72x1;Totálna pankreatektómia, ostatné;S44-58;Resekcie pankreasu - onko;C25, C788, D137, C494
5n740;Anastomóza ductus pankreaticus k žalúdku;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C250, C241, C788, D137, C494
5n741;Anastomóza ductus pankreaticus k jejunu;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C250, C241, C788, D137, C494
5n742;Anastomóza ductus pankreaticus k duodenu;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C250, C241, C788, D137, C494
5n743;Anastomóza ductus pankreaticus k jejunu s Roux-Y-anastomózou;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C250, C241, C788, D137, C494
5n74x;Anastomóza ductus pankreaticus, ostatné;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n7900;Incízia ductus pancreaticus, laparotomicky;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n7902;Incízia ductus pancreaticus, laparoskopicky;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n7904;Incízia ductus pancreaticus, konverzia z laparoskopie na laparotómiu;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n790x;Incízia ductus pancreaticus, ostatné;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n7910;Incízia papily pankreasu [papilotómia], laparotomicky;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137, D135, 
5n7912;Incízia papily pankreasu [papilotómia], laparoskopicky;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137, D135, 
5n7914;Incízia papily pankreasu [papilotómia], konverzia z laparoskopie na laparotómiu;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137 ,D135
5n791x;Incízia papily pankreasu [papilotómia], ostatné;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137 ,D135
5n7930;Excízia ductus pancreaticus, laparotomicky;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n7932;Excízia ductus pancreaticus, laparoskopicky;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n7934;Excízia ductus pancreaticus, konverzia z laparoskopie na laparotómiu;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n793x;Excízia ductus pancreaticus, ostatné;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n7940;Deštrukcia ductus pancreaticus, laparotomicky;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n7942;Deštrukcia ductus pancreaticus, laparoskopicky;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n7944;Deštrukcia ductus pancreaticus, konverzia z laparoskopie na laparotómiu;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n794x;Deštrukcia ductus pancreaticus, ostatné;S44-02;Iné vysoko komplexné výkony na pankrease - onko;C25, C241, C788, D137
5n7950;Drenáž ductus pancreaticus, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n7952;Drenáž ductus pancreaticus, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n7954;Drenáž ductus pancreaticus, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n795x;Drenáž ductus pancreaticus, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79a0;Dilatácia pankreatických vývodov, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79a2;Dilatácia pankreatických vývodov, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79a4;Dilatácia pankreatických vývodov, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79ax;Dilatácia pankreatických vývodov, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79b0;Odstránenie aloplastického materiálu z pankreatických vývodov, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79b2;Odstránenie aloplastického materiálu z pankreatických vývodov, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79b4;Odstránenie aloplastického materiálu z pankreatických vývodov, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79bx;Odstránenie aloplastického materiálu z pankreatických vývodov, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79c0;Hemostáza na pankrease a pankreatických cestách, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79c2;Hemostáza na pankrease a pankreatických cestách, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79c4;Hemostáza na pankrease a pankreatických cestách, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79cx;Hemostáza na pankrease a pankreatických cestách, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79d0;Revízia na pankrease a pankreatických cestách ako samostatný výkon, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79d2;Revízia na pankrease a pankreatických cestách ako samostatný výkon, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79d4;Revízia na pankrease a pankreatických cestách ako samostatný výkon, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79dx;Revízia na pankrease a pankreatických cestách ako samostatný výkon, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79g0;Vsunutie samoexpandujúcej protézy na pankrease a pankreatických cestách, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79g2;Vsunutie samoexpandujúcej protézy na pankrease a pankreatických cestách, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79g4;Vsunutie samoexpandujúcej protézy na pankrease a pankreatických cestách, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79gx;Vsunutie samoexpandujúcej protézy na pankrease a pankreatických cestách, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79h0;Vsunutie protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79h2;Vsunutie protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79h4;Vsunutie protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79hx;Vsunutie protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79j0;Výmena samoexpandujúcej protézy na pankrease a pankreatických cestách, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79j2;Výmena samoexpandujúcej protézy na pankrease a pankreatických cestách, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79j4;Výmena samoexpandujúcej protézy na pankrease a pankreatických cestách, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79jx;Výmena samoexpandujúcej protézy na pankrease a pankreatických cestách, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79k0;Výmena protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79k2;Výmena protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79k4;Výmena protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79kx;Výmena protézy bez samoexpandujúcej schopnosti na pankrease a pankreatických cestách, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79m0;Sutúra na pankrease a pankreatických cestách po poranení, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79m2;Sutúra na pankrease a pankreatických cestách po poranení, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79m4;Sutúra na pankrease a pankreatických cestách po poranení, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79mx;Sutúra na pankrease a pankreatických cestách po poranení, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79n0;Transgastrická drenáž cysty pankreasu, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79n6;Transgastrická drenáž cysty pankreasu, endoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79nx;Transgastrická drenáž cysty pankreasu,ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79p;Transgastrické odstránenie nekrózy pankreasu, endoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79x0;Iné operácie na pankrease a pankreatických cestách, laparotomicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79x2;Iné operácie na pankrease a pankreatických cestách, laparoskopicky;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79x4;Iné operácie na pankrease a pankreatických cestách, konverzia z laparoskopie na laparotómiu;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n79xx;Iné operácie na pankrease a pankreatických cestách, ostatné;S44-22;Iné operačné výkony na pankrease - onko;C25, C241, C788, D137
5n610;Excízia zbytkového kýpťa ductusu cysticus;S44-50;Ostatné operačné výkony na pečeni - onko;C250, C240, C241, C248, C17, 
5n6110;Cholecystotómia, laparotomicky;S44-73;Iné jednoduché výkony na žlčníku - onko;C250, C240, C241, C248, C17, 
5n6112;Cholecystotómia, laparoskopicky;S44-73;Iné jednoduché výkony na žlčníku - onko;C250, C240, C241, C248, C17, 
5n6113;Cholecystotómia, konverzia z laparoskopie na laparotómiu;S44-73;Iné jednoduché výkony na žlčníku - onko;C250, C240, C241, C248, C17, 
5n612;Cholecystostómia;S44-73;Iné jednoduché výkony na žlčníku - onko;C250, C240, C241, C248, C17, 
5n6131;Biliodigestívna anastomóza k duodenu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240, C241, C248, C17, 
5n6132;Biliodigestívna anastomóza k jejunu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240, C241, C248, C17, 
5n6133;Biliodigestívna anastomóza k jejunu s interpozíciou črevnej klučky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240, C241, C248, C17, 
5n6134;Biliodigestívna anastomóza k jejunu s Roux-Y- anastomózou;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240, C241, C248, C17, 
5n6135;Biliodigestívna anastomóza, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240, C241, C248, C17, 
5n61x;Cholecystotómia, cholecystostómia, excízia/resekcia chorého tkaniva žlčových ciest a biliodigestívna anastomóza, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240, C241, C248, C17, 
5n6200;Cholecystektómia jednoduchá bez revízie žlčových ciest, laparotomicky;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n6202;Cholecystektómia jednoduchá bez revízie žlčových ciest, laparoskopicky;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n6204;Cholecystektómia jednoduchá bez revízie žlčových ciest, konverzia z laparoskopie na laparotómiu;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n6210;Cholecystektómia jednoduchá s revíziou žlčových ciest, laparotomicky;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n6212;Cholecystektómia jednoduchá s revíziou žlčových ciest, laparoskopicky;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n6214;Cholecystektómia jednoduchá s revíziou žlčových ciest, konverzia z laparoskopie na laparotómiu;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n623;Cholecystektómia rozšírená;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n6241;Cholecystektómia simultánne bez operačnej revízie žlčových ciest počas jednej laparotómie z iných dôvodov ;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n6242;Cholecystektómia simultánne s operačnou revíziou žlčových ciest počas jednej laparotómie z iných dôvodov ;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n6251;Cholecystektómia simultánne bez operačnej revízie žlčových ciest počas jednej laparoskopie z iných dôvodov ;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n6252;Cholecystektómia simultánne s operačnou revíziou žlčových ciest počas jednej laparoskopie z iných dôvodov ;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n62x;Cholecystektómia, ostatné;S44-72;Cholecystektómia - onko;C23, D135, C248, 240, 
5n64000;Vsunutie alebo výmena jedného samoexpandujúceho a nepokrytého stentu v žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64001;Vsunutie alebo výmena jedného samoexpandujúceho a nepokrytého stentu v žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64002;Vsunutie alebo výmena jedného samoexpandujúceho a nepokrytého stentu v žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64003;Vsunutie alebo výmena jedného samoexpandujúceho a nepokrytého stentu v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n6400x;Vsunutie alebo výmena jedného samoexpandujúceho a nepokrytého stentu v žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64010;Vsunutie alebo výmena dvoch samoexpandujúcich a nepokrytých stentov v žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64011;Vsunutie alebo výmena dvoch samoexpandujúcich a nepokrytých stentov v žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64012;Vsunutie alebo výmena dvoch samoexpandujúcich a nepokrytých stentov v žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n6401x;Vsunutie alebo výmena dvoch samoexpandujúcich a nepokrytých stentov v žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64020;Vsunutie alebo výmena troch samoexpandujúcich a nepokrytých stentov v žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64021;Vsunutie alebo výmena troch samoexpandujúcich a nepokrytých stentov v žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64022;Vsunutie alebo výmena troch samoexpandujúcich a nepokrytých stentov v žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64023;Vsunutie alebo výmena troch samoexpandujúcich a nepokrytých stentov v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n6402x;Vsunutie alebo výmena troch samoexpandujúcich a nepokrytých stentov v žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64030;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a nepokrytých stentov v žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64031;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a nepokrytých stentov v žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64032;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a nepokrytých stentov v žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64033;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a nepokrytých stentov v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n6403x;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a nepokrytých stentov v žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64100;Vsunutie alebo výmena jednej samoexpandujúcej a pokrytej stent-protézy v žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64101;Vsunutie alebo výmena jednej samoexpandujúcej a pokrytej stent-protézy v žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64102;Vsunutie alebo výmena jednej samoexpandujúcej a pokrytej stent-protézy v žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64103;Vsunutie alebo výmena jednej samoexpandujúcej a pokrytej stent-protézy v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n6410x;Vsunutie alebo výmena jednej samoexpandujúcej a pokrytej stent-protézy v žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64110;Vsunutie alebo výmena dvoch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64111;Vsunutie alebo výmena dvoch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64112;Vsunutie alebo výmena dvoch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64113;Vsunutie alebo výmena dvoch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n6411x;Vsunutie alebo výmena dvoch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64120;Vsunutie alebo výmena troch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64121;Vsunutie alebo výmena troch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64122;Vsunutie alebo výmena troch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64123;Vsunutie alebo výmena troch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n6412x;Vsunutie alebo výmena troch samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64130;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64131;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64132;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64133;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n6413x;Vsunutie alebo výmena štyroch a viac samoexpandujúcich a pokrytých stent-protéz v žlčových cestách, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64203;Vsunutie alebo výmena jednej biodegradovateľnej samoexpandujúcej stent-protézy v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64213;Vsunutie alebo výmena dvoch biodegradovateľných samoexpandujúcich stent-protéz v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64223;Vsunutie alebo výmena troch biodegradovateľných samoexpandujúcich stent-protéz v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64233;Vsunutie alebo výmena štyroch a viac biodegradovateľných samoexpandujúcich stent-protéz v žlčových cestách, perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64x0;Vsunutie alebo výmena samoexpandujúceho stentu alebo stentovej protézy v žlčových cestách, ostatné stenty laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64x1;Vsunutie alebo výmena samoexpandujúceho stentu alebo stentovej protézy v žlčových cestách, ostatné stenty laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64x2;Vsunutie alebo výmena samoexpandujúceho stentu alebo stentovej protézy v žlčových cestách, ostatné stenty konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64x3;Vsunutie alebo výmena samoexpandujúceho stentu alebo stentovej protézy v žlčových cestách, ostatné stenty perkutánne - transhepaticky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;C250, C240-1, C17, 
5n64xx;Vsunutie alebo výmena samoexpandujúceho stentu alebo stentovej protézy v žlčových cestách, ostatné stenty iný prístup;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6500;Dilatácia na Oddiho zvierači a papilla duodeni major, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6502;Dilatácia na Oddiho zvierači a papilla duodeni major, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6504;Dilatácia na Oddiho zvierači a papilla duodeni major, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n650x;Dilatácia na Oddiho zvierači a papilla duodeni major, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6510;Incízia na Oddiho zvierači a papilla duodeni major [papilotómia], laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6512;Incízia na Oddiho zvierači a papilla duodeni major [papilotómia], laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6514;Incízia na Oddiho zvierači a papilla duodeni major [papilotómia], konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n651x;Incízia na Oddiho zvierači a papilla duodeni major [papilotómia], ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6520;Ostatné incízie (s duodenotómiou) na Oddiho zvierači a papilla duodeni major, laparotomicky ;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6522;Ostatné incízie (s duodenotómiou) na Oddiho zvierači a papilla duodeni major, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6524;Ostatné incízie (s duodenotómiou) na Oddiho zvierači a papilla duodeni major, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n652x;Ostatné incízie (s duodenotómiou) na Oddiho zvierači a papilla duodeni major, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6530;Deštrukcia chorého tkaniva papilla duodeni major, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6532;Deštrukcia chorého tkaniva papilla duodeni major, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6534;Deštrukcia chorého tkaniva papilla duodeni major, konverzia z laparoskopie na laparotómiu;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n653x;Deštrukcia chorého tkaniva papilla duodeni major, ostatné;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6550;Ostatné excízie alebo deštrukcie na Oddiho zvierači a na papilla duodeni major, laparotomicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
5n6552;Ostatné excízie alebo deštrukcie na Oddiho zvierači a na papilla duodeni major, laparoskopicky;S44-16;Revízie a špeciálne operácie žlčových ciest - onko;D135, C250, C240-1, C17, 
