kod_vykonu;nazov_vykonu;kod_ms
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S12-36
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S12-36
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S12-36
5t63x;Kostná náhrada na chrbtici, ostatné;S12-36
5t6601;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S12-36
5t6602;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S12-36
5t6603;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S12-36
5t6604;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S12-36
5t6611;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S12-36
5t6612;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S12-36
5t6613;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S12-36
5t6614;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S12-36
5t6631;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S12-36
5t6632;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S12-36
5t6633;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S12-36
5t6634;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S12-36
5t6641;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S12-36
5t6642;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S12-36
5t6643;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S12-36
5t6644;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S12-36
5t6651;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S12-36
5t6652;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S12-36
5t6653;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S12-36
5t6654;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S12-36
5t6681;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S12-36
5t6682;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S12-36
5t6683;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty;S12-36
5t6684;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov;S12-36
5t66x1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment;S12-36
5t66x2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty;S12-36
5t66x3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty;S12-36
5t66x4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov;S12-36
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S12-36
5t69x1;Iné operácie na chrbtici, HALO fixácia;S12-36
5t695;Revízia po operácii chrbtice;S12-36
5a90201;Dorzálny prístup ku krčnej chrbtici, 1 segment;S12-36
5a90202;Dorzálny prístup ku krčnej chrbtici, 2 segmenty;S12-36
5t6661;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment;S12-36
5t6662;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty;S12-36
5t6663;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty;S12-36
5t6664;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov;S12-36
5a90203;Dorzálny prístup ku krčnej chrbtici, viac ako 2 segmenty;S12-36
5t61a3;Excízia z poškodenej medzistavcovej platničky s radikulárnou dekompresiou;S12-36
5t64x;Spondylodéza, ostatné;S12-36
5t6961;Dekompresia miešneho kanála uvoľnením kosti, 1 segment;S12-36
5t6962;Dekompresia miešneho kanála uvoľnením kosti, 2 segmenty;S12-36
5t6963;Dekompresia miešneho kanála uvoľnením kosti, 3 segmenty;S12-36
5t6964;Dekompresia miešneho kanála uvoľnením kosti, 4 a viac segmentov;S12-36
5t624;Parciálna artrektómia;S12-36
5t625;Totálna artrektómia;S12-36
5t626;Foraminektómia;S12-36
5t621;Parciálna excízia tela stavca chrbtice;S12-36
5t622;Totálna excízia tela stavca chrbtice;S12-36
5a90221;Hemilaminektómia krčnej chrbtice, 1 segment;S12-36
5a90222;Hemilaminektómia krčnej chrbtice, 2 segmenty;S12-36
5a90223;Hemilaminektómia krčnej chrbtice, viac ako 2 segmenty;S12-36
5a90231;Laminektómia krčnej chrbtice, 1 segment;S12-36
5a90232;Laminektómia krčnej chrbtice, 2 segmenty;S12-36
5a90233;Laminektómia krčnej chrbtice, viac ako 2 segmenty;S12-36
5a90211;Laminotómia krčnej chrbtice, 1 segment;S12-36
5a90212;Laminotómia krčnej chrbtice, 2 segmenty;S12-36
5a90213;Laminotómia krčnej chrbtice, viac ako 2 segmenty;S12-36
5t6991;Vertebroplastika, 1 stavec;S12-36
5t6992;Vertebroplastika, 2 stavce;S12-36
5t6993;Vertebroplastika, 3 stavce;S12-36
5t6994;Vertebroplastika, 4 a viac stavcov;S12-36
5t69a1;Kyfoplastika, 1 stavec;S12-36
5t69a2;Kyfoplastika, 2 stavce;S12-36
5t69a3;Kyfoplastika, 3 stavce;S12-36
5t69a4;Kyfoplastika, 4 a viac stavcov;S12-36
5t6671;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 1 segment;S12-37
5t6672;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 2 segmenty;S12-37
5t6673;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 3 segmenty;S12-37
5t6674;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 4 a viac segmentov;S12-37
5t6411;Dorzálna spondylodéza, 1 segment;S12-37
5t6412;Dorzálna spondylodéza, 2 segmenty;S12-37
5t6413;Dorzálna spondylodéza, 3 segmenty;S12-37
5t6414;Dorzálna spondylodéza, 4 segmenty;S12-37
5t6415;Dorzálna spondylodéza, 5 segmentov;S12-37
5t6416;Dorzálna spondylodéza, 6 a viac segmentov;S12-37
5t6421;Ventrálna spondylodéza, 1 segment;S12-37
5t6422;Ventrálna spondylodéza, 2 segmenty;S12-37
5t6423;Ventrálna spondylodéza, 3 segmenty;S12-37
5t6424;Ventrálna spondylodéza, 4 segmenty;S12-37
5t6425;Ventrálna spondylodéza, 5 segmentov;S12-37
5t6426;Ventrálna spondylodéza, 6 a viac segmentov;S12-37
5t64x;Spondylodéza, ostatné;S12-37
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S12-37
5t63a0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S12-37
5t63a1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S12-37
5t63b0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S12-37
5t63b1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S12-37
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S12-37
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S12-37
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S12-37
5t63x;Kostná náhrada na chrbtici, ostatné;S12-37
5t6991;Vertebroplastika, 1 stavec;S12-37
5t6992;Vertebroplastika, 2 stavce;S12-37
5t6993;Vertebroplastika, 3 stavce;S12-37
5t6994;Vertebroplastika, 4 a viac stavcov;S12-37
5t69a1;Kyfoplastika, 1 stavec;S12-37
5t69a2;Kyfoplastika, 2 stavce;S12-37
5t69a3;Kyfoplastika, 3 stavce;S12-37
5t69a4;Kyfoplastika, 4 a viac stavcov;S12-37
5t6601;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S12-37
5t6602;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S12-37
5t6603;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S12-37
5t6604;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S12-37
5t6611;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S12-37
5t6612;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S12-37
5t6613;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S12-37
5t6614;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S12-37
5t6631;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S12-37
5t6632;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S12-37
5t6633;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S12-37
5t6634;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S12-37
5t6641;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S12-37
5t6642;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S12-37
5t6643;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S12-37
5t6644;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S12-37
5t6651;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S12-37
5t6652;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S12-37
5t6653;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S12-37
5t6654;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S12-37
5t6681;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S12-37
5t6682;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S12-37
5t6683;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty;S12-37
5t6684;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov;S12-37
5t66x1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment;S12-37
5t66x2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty;S12-37
5t66x3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty;S12-37
5t66x4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov;S12-37
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S12-37
5t695;Revízia po operácii chrbtice;S12-37
5t6661;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment;S12-37
5t6662;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty;S12-37
5t6663;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty;S12-37
5t6664;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov;S12-37
5a90301;Dorzálny prístup k hrudnej chrbtici, 1 segment;S12-37
5a90302;Dorzálny prístup k hrudnej chrbtici, 2 segmenty;S12-37
5a90303;Dorzálny prístup k hrudnej chrbtici, viac ako 2 segmenty;S12-37
5a903x;Iný prístup k hrudnej chrbtici;S12-37
5t621;Parciálna excízia tela stavca chrbtice;S12-37
5t622;Totálna excízia tela stavca chrbtice;S12-37
5t623;Resekcia Dens epistrophei poškodeného kostného a kĺbneho tkaniva chrbtice;S12-37
5t6501;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 1 stavec;S12-37
5t6502;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 2 stavce;S12-37
5t6503;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 3 stavce;S12-37
5t6504;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 4 stavce;S12-37
5t6505;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 5 a viac stavcov;S12-37
5t6511;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 1 stavec;S12-37
5t6512;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 2 stavce;S12-37
5t6513;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 3 stavce;S12-37
5t6514;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 4 stavce;S12-37
5t6515;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 5 a viac stavcov;S12-37
5t6516;Náhrada tela stavca a komplexná rekonštrukcia na chrbtici, predný podporný štep bez korekcie;S12-37
5t6517;Náhrada tela stavca a komplexná rekonštrukcia na chrbtici, predný podporný štep s korekcou;S12-37
5t654;Kyfektómia;S12-37
5t655;Dorzálna korekcia na chrbtici bez ventrálneho uvoľnenia;S12-37
5t656;Dorzálna korekcia na chrbtici s ventrálnym uvoľnením;S12-37
5t657;Dorzoventrálna korekcia  na chrbtici ;S12-37
5t698;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia chrbtice s fúziou (360 stupňov);S12-37
5t69x1;Iné operácie na chrbtici, HALO fixácia;S12-37
5a90311;Laminotómia hrudnej chrbtice, 1 segment;S12-37
5a90312;Laminotómia hrudnej chrbtice, 2 segmenty;S12-37
5a90313;Laminotómia hrudnej chrbtice, viac ako 2 segmenty;S12-37
5a90321;Hemilaminektómia hrudnej chrbtice, 1 segment;S12-37
5a90322;Hemilaminektómia hrudnej chrbtice, 2 segmenty;S12-37
5a90323;Hemilaminektómia hrudnej chrbtice, viac ako 2 segmenty;S12-37
5a90331;Laminektómia hrudnej chrbtice, 1 segment;S12-37
5a90332;Laminektómia hrudnej chrbtice, 2 segmenty;S12-37
5a90333;Laminektómia hrudnej chrbtice, viac ako 2 segmenty;S12-37
5t6961;Dekompresia miešneho kanála uvoľnením kosti, 1 segment;S12-37
5t6962;Dekompresia miešneho kanála uvoľnením kosti, 2 segmenty;S12-37
5t6963;Dekompresia miešneho kanála uvoľnením kosti, 3 segmenty;S12-37
5t6964;Dekompresia miešneho kanála uvoľnením kosti, 4 a viac segmentov;S12-37
5t624;Parciálna artrektómia;S12-37
5t625;Totálna artrektómia;S12-37
5t626;Foraminektómia;S12-37
5t6431;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 1 segment;S12-37
5t6432;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 2 segmenty;S12-37
5t6433;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 3 segmenty;S12-37
5t6434;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 4 segmenty;S12-37
5t6435;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 5 segmentov;S12-37
5t6436;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 6 a viac segmentov;S12-37
5t61a3;Excízia z poškodenej medzistavcovej platničky s radikulárnou dekompresiou;S12-37
5t6671;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 1 segment;S12-38
5t6672;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 2 segmenty;S12-38
5t6673;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 3 segmenty;S12-38
5t6674;Otvorená repozícia chrbtice (dynamická stabilizácia) intervertebrálnym cage, 4 a viac segmentov;S12-38
5t6411;Dorzálna spondylodéza, 1 segment;S12-38
5t6412;Dorzálna spondylodéza, 2 segmenty;S12-38
5t6413;Dorzálna spondylodéza, 3 segmenty;S12-38
5t6414;Dorzálna spondylodéza, 4 segmenty;S12-38
5t6415;Dorzálna spondylodéza, 5 segmentov;S12-38
5t6416;Dorzálna spondylodéza, 6 a viac segmentov;S12-38
5t6421;Ventrálna spondylodéza, 1 segment;S12-38
5t6422;Ventrálna spondylodéza, 2 segmenty;S12-38
5t6423;Ventrálna spondylodéza, 3 segmenty;S12-38
5t6424;Ventrálna spondylodéza, 4 segmenty;S12-38
5t6425;Ventrálna spondylodéza, 5 segmentov;S12-38
5t6426;Ventrálna spondylodéza, 6 a viac segmentov;S12-38
5t64x;Spondylodéza, ostatné;S12-38
5t639;Transplantácie autológnej spongiózy (štepu) alebo kortikospongiózneho štepu na chrbtici;S12-38
5t63a0;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien bez obohatenia rastovými bunkami kosti;S12-38
5t63a1;Kostná náhrada na chrbtici, použitie kostného materiálu z kolagénnych vlákien s obohatením rastovými bunkami kosti;S12-38
5t63b0;Kostná náhrada na chrbtici, použite keramického kostného materiálu bez obohatenia rastovými bunkami kosti;S12-38
5t63b1;Kostná náhrada na chrbtici, použite keramického kostného materiálu s obohatením rastovými bunkami kosti;S12-38
5t63c;Kostná náhrada na chrbtici, použite humánnej demineralizovanej kostnej matrix;S12-38
5t63d;Kostná náhrada na chrbtici, použitie alogénneho kostného transplantátu;S12-38
5t63e;Kostná náhrada na chrbtici, použitie xenogénneho kostného transplantátu;S12-38
5t63x;Kostná náhrada na chrbtici, ostatné;S12-38
5t6991;Vertebroplastika, 1 stavec;S12-38
5t6992;Vertebroplastika, 2 stavce;S12-38
5t6993;Vertebroplastika, 3 stavce;S12-38
5t6994;Vertebroplastika, 4 a viac stavcov;S12-38
5t69a1;Kyfoplastika, 1 stavec;S12-38
5t69a2;Kyfoplastika, 2 stavce;S12-38
5t69a3;Kyfoplastika, 3 stavce;S12-38
5t69a4;Kyfoplastika, 4 a viac stavcov;S12-38
5t6601;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 1 segment;S12-38
5t6602;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 2 segmenty;S12-38
5t6603;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 3 segmenty;S12-38
5t6604;Otvorená repozícia chrbtice (dynamická stabilizácia) drôtovou serklážou, 4 a viac segmentov;S12-38
5t6611;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 1 segment;S12-38
5t6612;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 2 segmenty;S12-38
5t6613;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 3 segmenty;S12-38
5t6614;Otvorená repozícia chrbtice (dynamická stabilizácia) skrutkou, 4 a viac segmentov;S12-38
5t6631;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 1 segment;S12-38
5t6632;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 2 segmenty;S12-38
5t6633;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 3 segmenty;S12-38
5t6634;Otvorená repozícia chrbtice (dynamická stabilizácia) ventrálnym systémom skrutiek a dláh, 4 a viac segmentov;S12-38
5t6641;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 1 segment;S12-38
5t6642;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 2 segmenty;S12-38
5t6643;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 3 segmenty;S12-38
5t6644;Otvorená repozícia chrbtice (dynamická stabilizácia) dorzálnym systémom skrutiek a dláh, 4 a viac segmentov;S12-38
5t6651;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 1 segment;S12-38
5t6652;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 2 segmenty;S12-38
5t6653;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 3 segmenty;S12-38
5t6654;Otvorená repozícia chrbtice (dynamická stabilizácia) systémom skrutiek a tyčí, 4 a viac segmentov;S12-38
5t6681;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 1 segment;S12-38
5t6682;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 2 segmenty;S12-38
5t6683;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 3 segmenty;S12-38
5t6684;Otvorená repozícia chrbtice (dynamická stabilizácia) fixačným interným systémom, 4 a viac segmentov;S12-38
5t66x1;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 1 segment;S12-38
5t66x2;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 2 segmenty;S12-38
5t66x3;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 3 segmenty;S12-38
5t66x4;Otvorená repozícia chrbtice (dynamická stabilizácia), ostatné: 4 a viac segmentov;S12-38
5t690;Odstránenie osteosyntetického materiálu z chrbtice;S12-38
5t695;Revízia po operácii chrbtice;S12-38
5t6661;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 1 segment;S12-38
5t6662;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 2 segmenty;S12-38
5t6663;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 3 segmenty;S12-38
5t6664;Otvorená repozícia chrbtice (dynamická stabilizácia) háčkovými dlahami, 4 a viac segmentov;S12-38
5a903x;Iný prístup k hrudnej chrbtici;S12-38
5a90401;Dorzálny prístup k bedrovej chrbtici, 1 segment;S12-38
5a90402;Dorzálny prístup k bedrovej chrbtici, 2 segmenty;S12-38
5a90403;Dorzálny prístup k bedrovej chrbtici, viac ako 2 segmenty;S12-38
5a9047;Kombinácia pararektal-retroperitoneálneho prístupu;S12-38
5a9048;Kombinácia torako-retroperitoneálne-retroperitoneálneho prístupu;S12-38
5a9049;Transapikálny prístup podľa Judet;S12-38
5a904x;Iný prístup k bedrovej chrbtici;S12-38
5a90451;Transperitoneálny prístup k bedrovej chrbtici;S12-38
5a90452;Dorzolaterálny prístup k bedrovej chrbtici;S12-38
5a90453;Retroperitoneálny prístup k bedrovej chrbtici;S12-38
5a90411;Laminotómia bedrovej chrbtice, 1 segment;S12-38
5a90412;Laminotómia bedrovej chrbtice, 2 segmenty;S12-38
5a90413;Laminotómia bedrovej chrbtice, viac ako 2 segmenty;S12-38
5a90421;Hemilaminektómia bedrovej chrbtice, 1 segment;S12-38
5a90422;Hemilaminektómia bedrovej chrbtice, 2 segmenty;S12-38
5a90423;Hemilaminektómia bedrovej chrbtice, viac ako 2 segmenty;S12-38
5a90431;Laminektómia bedrovej chrbtice, 1 segment;S12-38
5a90432;Laminektómia bedrovej chrbtice, 2 segmenty;S12-38
5a90433;Laminektómia bedrovej chrbtice, viac ako 2 segmenty;S12-38
5a90441;Flavektómia bedrovej chrbtice, 1 segment;S12-38
5a90442;Flavektómia bedrovej chrbtice, 2 segmenty;S12-38
5a90443;Flavektómia bedrovej chrbtice, viac ako 2 segmenty;S12-38
5a90301;Dorzálny prístup k hrudnej chrbtici, 1 segment;S12-38
5a90302;Dorzálny prístup k hrudnej chrbtici, 2 segmenty;S12-38
5a90303;Dorzálny prístup k hrudnej chrbtici, viac ako 2 segmenty;S12-38
5a90311;Laminotómia hrudnej chrbtice, 1 segment;S12-38
5a90312;Laminotómia hrudnej chrbtice, 2 segmenty;S12-38
5a90313;Laminotómia hrudnej chrbtice, viac ako 2 segmenty;S12-38
5a90321;Hemilaminektómia hrudnej chrbtice, 1 segment;S12-38
5a90322;Hemilaminektómia hrudnej chrbtice, 2 segmenty;S12-38
5a90323;Hemilaminektómia hrudnej chrbtice, viac ako 2 segmenty;S12-38
5a90331;Laminektómia hrudnej chrbtice, 1 segment;S12-38
5a90332;Laminektómia hrudnej chrbtice, 2 segmenty;S12-38
5a90333;Laminektómia hrudnej chrbtice, viac ako 2 segmenty;S12-38
5t6431;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 1 segment;S12-38
5t6432;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 2 segmenty;S12-38
5t6433;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 3 segmenty;S12-38
5t6434;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 4 segmenty;S12-38
5t6435;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 5 segmentov;S12-38
5t6436;Dorzálna a ventrálna kombinovaná spondylodéza medzi stavcami, 6 a viac segmentov;S12-38
5t621;Parciálna excízia tela stavca chrbtice;S12-38
5t622;Totálna excízia tela stavca chrbtice;S12-38
5t61a1;Excízia z poškodenej medzistavcovej platničky (bez ďalších opatrení);S12-38
5t61a2;Excízia z poškodenej medzistavcovej platničky, odstránenie voľného sekvestra;S12-38
5t61a3;Excízia z poškodenej medzistavcovej platničky s radikulárnou dekompresiou;S12-38
5t692;Revízia náhrady medzistavcovej platničky bez výmeny;S12-38
5t6501;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 1 stavec;S12-38
5t6502;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 2 stavce;S12-38
5t6503;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 3 stavce;S12-38
5t6504;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 4 stavce;S12-38
5t6505;Náhrada tela stavca implantátom a komplexná rekonštrukcia na chrbtici, 5 a viac stavcov;S12-38
5t6511;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 1 stavec;S12-38
5t6512;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 2 stavce;S12-38
5t6513;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 3 stavce;S12-38
5t6514;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 4 stavce;S12-38
5t6515;Náhrada tela stavca osobitným materiálom a komplexná rekonštrukcia na chrbtici, 5 a viac stavcov;S12-38
5t6516;Náhrada tela stavca a komplexná rekonštrukcia na chrbtici, predný podporný štep bez korekcie;S12-38
5t6517;Náhrada tela stavca a komplexná rekonštrukcia na chrbtici, predný podporný štep s korekcou;S12-38
5t654;Kyfektómia;S12-38
5t655;Dorzálna korekcia na chrbtici bez ventrálneho uvoľnenia;S12-38
5t656;Dorzálna korekcia na chrbtici s ventrálnym uvoľnením;S12-38
5t657;Dorzoventrálna korekcia  na chrbtici ;S12-38
5t698;Komplexná kombinovaná ventrálna a dorzálna rekonštrukcia chrbtice s fúziou (360 stupňov);S12-38
