kod_hlavneho_vykonu;nazov_hlavneho_vykonu;kod_ms;nazov_ms
5t015u;Osteotómia s valgotizáciou a (de-)rotáciou tarzálnych kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t015x;Osteotómia s valgotizáciou a (de-)rotáciou ostatných kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t015z;Osteotómia s valgotizáciou a (de-)rotáciou skapuly;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0160;Osteotómia s varotizáciou a (de-)rotáciou klavikuly;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0161;Osteotómia s varotizáciou a (de-)rotáciou proximálneho humeru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0162;Osteotómia s varotizáciou a (de-)rotáciou diafyzárneho  humeru;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0163;Osteotómia s varotizáciou a (de-)rotáciou distálneho humeru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0164;Osteotómia s varotizáciou a (de-)rotáciou proximálneho radia ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0165;Osteotómia s varotizáciou a (de-)rotáciou diafyzárneho radia;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0166;Osteotómia s varotizáciou a (de-)rotáciou distálneho radia ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0167;Osteotómia s varotizáciou a (de-)rotáciou proximálnej ulny ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0168;Osteotómia s varotizáciou a (de-)rotáciou diafyzárnej ulny ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0169;Osteotómia s varotizáciou a (de-)rotáciou distálnej ulny ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016a;Osteotómia s varotizáciou a (de-)rotáciou karpálnych kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016b;Osteotómia s varotizáciou a (de-)rotáciou metakarpálnych kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016c;Osteotómia s varotizáciou a (de-)rotáciou falangov prstov ruky;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016d;Osteotómia s varotizáciou a (de-)rotáciou panvy;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016e;Osteotómia s varotizáciou a (de-)rotáciou krčka stehennej kosti;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016f;Osteotómia s varotizáciou a (de-)rotáciou proximálneho femuru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016g;Osteotómia s varotizáciou a (de-)rotáciou diafyzárneho femuru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016h;Osteotómia s varotizáciou a (de-)rotáciou distálneho femuru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016j;Osteotómia s varotizáciou a (de-)rotáciou pately;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016k;Osteotómia s varotizáciou a (de-)rotáciou proximálnej tibie ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016m;Osteotómia s varotizáciou a (de-)rotáciou diafyzárnej tibie ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016n;Osteotómia s varotizáciou a (de-)rotáciou distálnej tibie;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016p;Osteotómia s varotizáciou a (de-)rotáciou proximálnej fibuly ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016q;Osteotómia s varotizáciou a (de-)rotáciou diafyzárnej fibuly ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016r;Osteotómia s varotizáciou a (de-)rotáciou distálnej fibuly ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016s;Osteotómia s varotizáciou a (de-)rotáciou talu;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016t;Osteotómia s varotizáciou a (de-)rotáciou kalkanea;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016u;Osteotómia s varotizáciou a (de-)rotáciou tarzálnych kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016x;Osteotómia s varotizáciou a (de-)rotáciou ostatných kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t016z;Osteotómia s varotizáciou a (de-)rotáciou skapuly;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0180;Komplexná osteotómia (vo viacerých rovinách) klavikuly;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0181;Komplexná osteotómia (vo viacerých rovinách) proximálneho humeru;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0182;Komplexná osteotómia (vo viacerých rovinách) diafyzárneho  humeru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0183;Komplexná osteotómia (vo viacerých rovinách) distálneho humeru;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0184;Komplexná osteotómia (vo viacerých rovinách) proximálneho radia ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0185;Komplexná osteotómia (vo viacerých rovinách) diafyzárneho radia;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0186;Komplexná osteotómia (vo viacerých rovinách) distálneho radia;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0187;Komplexná osteotómia (vo viacerých rovinách) proximálnej ulny ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0188;Komplexná osteotómia (vo viacerých rovinách) diafyzárnej ulny ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t0189;Komplexná osteotómia (vo viacerých rovinách) distálnej ulny ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018a;Komplexná osteotómia (vo viacerých rovinách) karpálnych kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018b;Komplexná osteotómia (vo viacerých rovinách) metakarpálnych kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018c;Komplexná osteotómia (vo viacerých rovinách) falangov prstov ruky;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018f;Komplexná osteotómia (vo viacerých rovinách) proximálneho femuru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018g;Komplexná osteotómia (vo viacerých rovinách) diafyzárneho femuru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018h;Komplexná osteotómia (vo viacerých rovinách) distálneho femuru;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018k;Komplexná osteotómia (vo viacerých rovinách) proximálnej tibie ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018m;Komplexná osteotómia (vo viacerých rovinách) diafyzárnej tibie ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018n;Komplexná osteotómia (vo viacerých rovinách) distálnej tibie ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018p;Komplexná osteotómia (vo viacerých rovinách) proximálnej fibuly ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018q;Komplexná osteotómia (vo viacerých rovinách) diafyzárnej fibuly;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018r;Komplexná osteotómia (vo viacerých rovinách) distálnej fibuly ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018s;Komplexná osteotómia (vo viacerých rovinách) talu;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018t;Komplexná osteotómia (vo viacerých rovinách) kalkanea;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018u;Komplexná osteotómia (vo viacerých rovinách) tarzálnych kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018x;Komplexná osteotómia (vo viacerých rovinách) ostatných kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t018z;Komplexná osteotómia (vo viacerých rovinách) skapuly;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01x0;Iné osteotómie a korektívne osteotómie klavikuly;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01x1;Iné osteotómie a korektívne osteotómie proximálneho humeru;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01x2;Iné osteotómie a korektívne osteotómie diafyzárneho  humeru;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01x3;Iné osteotómie a korektívne osteotómie distálneho humeru;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01x4;Iné osteotómie a korektívne osteotómie proximálneho radia ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01x5;Iné osteotómie a korektívne osteotómie diafyzárneho radia;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01x6;Iné osteotómie a korektívne osteotómie distálneho radia;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01x7;Iné osteotómie a korektívne osteotómie proximálnej ulny ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01x8;Iné osteotómie a korektívne osteotómie diafyzárnej ulny;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01x9;Iné osteotómie a korektívne osteotómie distálnej ulny ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xa;Iné osteotómie a korektívne osteotómie karpálnych kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xb;Iné osteotómie a korektívne osteotómie metakarpálnych kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xc;Iné osteotómie a korektívne osteotómie falangov prstov ruky;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xd;Iné osteotómie a korektívne osteotómie panvy;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xe;Iné osteotómie a korektívne osteotómie krčka stehennej kosti;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xf;Iné osteotómie a korektívne osteotómie proximálneho femuru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xg;Iné osteotómie a korektívne osteotómie diafyzárneho femuru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xh;Iné osteotómie a korektívne osteotómie distálneho femuru ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xj;Iné osteotómie a korektívne osteotómie pately;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xk;Iné osteotómie a korektívne osteotómie proximálnej tibie;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xm;Iné osteotómie a korektívne osteotómie diafyzárnej tibie ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xn;Iné osteotómie a korektívne osteotómie distálnej tibie;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xp;Iné osteotómie a korektívne osteotómie proximálnej fibuly;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xq;Iné osteotómie a korektívne osteotómie diafyzárnej fibuly ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xr;Iné osteotómie a korektívne osteotómie distálnej fibuly ;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xs;Iné osteotómie a korektívne osteotómie talu;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xt;Iné osteotómie a korektívne osteotómie kalkanea;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xu;Iné osteotómie a korektívne osteotómie tarzálnych kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xx;Iné osteotómie a korektívne osteotómie ostatných kostí;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t01xz;Iné osteotómie a korektívne osteotómie skapuly;S13-34;Jednoduché osteotómie a korektívne osteotómie
5t70c0;Vytvorenie lôžka transplantátu ohýbača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70c1;Vytvorenie lôžka transplantátu ohýbača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70c2;Vytvorenie lôžka transplantátu ohýbača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70c3;Vytvorenie lôžka transplantátu vystierača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70c4;Vytvorenie lôžka transplantátu vystierača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70c5;Vytvorenie lôžka transplantátu vystierača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70d0;Transplantácia ohýbača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70d1;Transplantácia ohýbača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70d2;Transplantácia ohýbača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70d3;Transplantácia vystierača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70d4;Transplantácia vystierača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70d5;Transplantácia vystierača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70e0;Revízia implantátu ohýbača zápästia bez výmeny;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70e1;Revízia implantátu ohýbača prsta bez výmeny;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70e2;Revízia implantátu ohýbača palca bez výmeny;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70e3;Revízia implantátu vystierača zápästia bez výmeny;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70e4;Revízia implantátu vystierača prsta bez výmeny;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70e5;Revízia implantátu vystierača palca bez výmeny;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70f0;Výmena implantátu ohýbača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70f1;Výmena implantátu ohýbača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70f2;Výmena implantátu ohýbača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70f3;Výmena implantátu vystierača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70f4;Výmena implantátu vystierača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70f5;Výmena implantátu vystierača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70g0;Odstránenie dens epistrophei implantátu ohýbača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70g1;Odstránenie implantátu ohýbača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70g2;Odstránenie implantátu ohýbača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70g3;Odstránenie implantátu vystierača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70g4;Odstránenie implantátu vystierača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70g5;Odstránenie implantátu vystierača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70h0;Plastika šľachy ohýbača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70h1;Plastika šľachy ohýbača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70h2;Plastika šľachy ohýbača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70h3;Plastika šľachy vystierača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70h4;Plastika šľachy vystierača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70h5;Plastika šľachy vystierača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70h6;Plastika šľachových pošiev zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70h7;Plastika šľachových pošiev prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70h8;Plastika šľachových pošiev palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70h9;Plastika šľachových pošiev dlane;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70j0;Spájanie šliach (previazanie) ohýbača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70j1;Spájanie šliach (previazanie) ohýbača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70j2;Spájanie šliach (previazanie) ohýbača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70j3;Spájanie šliach (previazanie) vystierača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70j4;Spájanie šliach (previazanie) vystierača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70j5;Spájanie šliach (previazanie) vystierača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70k0;Refixácia ohýbača zápästia ku kosti vrátane kovovej kotvy ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70k1;Refixácia ohýbača prsta ku kosti vrátane kovovej kotvy ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70k2;Refixácia ohýbača palca ku kosti vrátane kovovej kotvy ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70k3;Refixácia vystierača zápästia ku kosti vrátane kovovej kotvy ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70k4;Refixácia vystierača prsta ku kosti vrátane kovovej kotvy ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70k5;Refixácia vystierača palca ku kosti vrátane kovovej kotvy ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70l0;Perkutánna tenotómia ohýbača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70l1;Perkutánna tenotómia ohýbača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70l2;Perkutánna tenotómia ohýbača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70l3;Perkutánna tenotómia vystierača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70l4;Perkutánna tenotómia vystierača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70l5;Perkutánna tenotómia vystierača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70m0;Otvorená chirurgická tenotómia ohýbača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70m1;Otvorená chirurgická tenotómia ohýbača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70m2;Otvorená chirurgická tenotómia ohýbača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70m3;Otvorená chirurgická tenotómia vystierača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70m4;Otvorená chirurgická tenotómia vystierača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70m5;Otvorená chirurgická tenotómia vystierača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70n0;Tenotómia s obmedzeným prístupom ohýbača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70n1;Tenotómia s obmedzeným prístupom ohýbača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70n2;Tenotómia s obmedzeným prístupom ohýbača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70n3;Tenotómia s obmedzeným prístupom vystierača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70n4;Tenotómia s obmedzeným prístupom vystierača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70n5;Tenotómia s obmedzeným prístupom vystierača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70x0;Ostatné operácie ohýbača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70x1;Ostatné operácie ohýbača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70x2;Ostatné operácie ohýbača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70x3;Ostatné operácie vystierača zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70x4;Ostatné operácie vystierača prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70x5;Ostatné operácie vystierača palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70x6;Ostatné operácie šľachových pošiev zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70x7;Ostatné operácie šľachových pošiev prsta;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70x8;Ostatné operácie šľachových pošiev palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t70x9;Ostatné operácie šľachových pošiev dlane;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7100;Incízie radiokarpálneho väzu vrátane drenáže ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7101;Incízie retinaculum flexorum vrátane drenáže ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7102;Incízie ostatných väzov zápästia vrátane drenáže ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7103;Incízie väzov stredoručia vrátane drenáže ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7104;Incízie väzov metakarpofalangeálnych kĺbov prstov ruky vrátane drenáže ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7105;Incízie väzov metakarpofalangeálneho kĺbu palca vrátane drenáže ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7106;Incízie väzov interfalangeálnych kĺbov prstov ruky vrátane drenáže ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7107;Incízie väzov interfalangeálneho kĺbu palca vrátane drenáže ;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7110;Prerušenie radiokarpálneho väzu;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7112;Prerušenie ostatných väzov zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7113;Prerušenie väzov stredoručia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7114;Prerušenie väzov metakarpofalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7115;Prerušenie väzov metakarpofalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7116;Prerušenie väzov interfalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7117;Prerušenie väzov interfalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7120;Parciálna excízia radiokarpálneho väzu;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7122;Parciálna excízia ostatných väzov zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7123;Parciálna excízia väzov stredoručia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7124;Parciálna excízia väzov metakarpofalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7125;Parciálna excízia väzov metakarpofalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7126;Parciálna excízia väzov interfalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7127;Parciálna excízia väzov interfalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7130;Totálna excízia radiokarpálneho väzu;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7131;Totálna excízia retinaculum flexorum;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7132;Totálna excízia ostatných väzov zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7133;Totálna excízia väzov stredoručia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7134;Totálna excízia väzov metakarpofalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7135;Totálna excízia väzov metakarpofalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7136;Totálna excízia väzov interfalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7137;Totálna excízia väzov interfalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7140;Primárna sutúra radiokarpálneho väzu;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7141;Primárna sutúra retinaculum flexorum;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7142;Primárna sutúra ostatných väzov zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7143;Primárna sutúra väzov stredoručia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7144;Primárna sutúra väzov metakarpofalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7145;Primárna sutúra väzov metakarpofalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7146;Primárna sutúra väzov interfalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7147;Primárna sutúra väzov interfalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7150;Sekundárna sutúra radiokarpálneho väzu;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7151;Sekundárna sutúra retinaculum flexorum;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7152;Sekundárna sutúra ostatných väzov zápästia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7153;Sekundárna sutúra väzov stredoručia;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7154;Sekundárna sutúra väzov metakarpofalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7155;Sekundárna sutúra väzov metakarpofalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7156;Sekundárna sutúra väzov interfalangeálnych kĺbov prstov ruky;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7157;Sekundárna sutúra väzov interfalangeálneho kĺbu palca;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7160;Plastická rekonštrukcia radiokarpálneho väzu s autológnym materiálom;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7161;Plastická rekonštrukcia retinaculum flexorum s autológnym materiálom;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7162;Plastická rekonštrukcia ostatných väzov zápästia s autológnym materiálom;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7163;Plastická rekonštrukcia väzov stredoručia s autológnym materiálom;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7164;Plastická rekonštrukcia väzov metakarpofalangeálnych kĺbov prstov ruky s autológnym materiálom;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7165;Plastická rekonštrukcia väzov metakarpofalangeálneho kĺbu palca s autológnym materiálom;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7166;Plastická rekonštrukcia väzov interfalangeálnych kĺbov prstov ruky s autológnym materiálom;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7167;Plastická rekonštrukcia väzov interfalangeálneho kĺbu palca s autológnym materiálom;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7170;Plastická rekonštrukcia radiokarpálneho väzu s autológnym materiálom a interligamentóznou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7171;Plastická rekonštrukcia retinaculum flexorum s autológnym materiálom a interligamentóznou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7172;Plastická rekonštrukcia ostatných väzov zápästia s autológnym materiálom a interligamentóznou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7173;Plastická rekonštrukcia väzov stredoručia s autológnym materiálom a interligamentóznou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7174;Plastická rekonštrukcia väzov metakarpofalangeálnych kĺbov prstov ruky s autológnym materiálom a interligamentóznou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7175;Plastická rekonštrukcia väzov metakarpofalangeálneho kĺbu palca s autológnym materiálom a interligamentóznou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7176;Plastická rekonštrukcia väzov interfalangeálnych kĺbov prstov ruky s autológnym materiálom a interligamentóznou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7177;Plastická rekonštrukcia väzov interfalangeálneho kĺbu palca s autológnym materiálom a interligamentóznou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7180;Plastická rekonštrukcia radiokarpálneho väzu s autológnym materiálom a transoseálnou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
5t7181;Plastická rekonštrukcia retinaculum flexorum s autológnym materiálom a transoseálnou fixáciou;S13-35;Komplexné operačné výkony na svaloch a šľachách
