kod_hlavnej_diagnozy;nazov_hlavnej_diagnozy;kod_ms;nazov_ms
T708;Iný účinok tlaku vzduchu a tlaku vody;S25-12;Otravy alebo toxické účinky z vonkajších príčin
T709;Účinok tlaku vzduchu a tlaku vody, bližšie neurčený;S25-12;Otravy alebo toxické účinky z vonkajších príčin
T71;Zadusenie;S25-12;Otravy alebo toxické účinky z vonkajších príčin
T730;Účinky hladu;S25-12;Otravy alebo toxické účinky z vonkajších príčin
T731;Účinky smädu;S25-12;Otravy alebo toxické účinky z vonkajších príčin
T732;Vyčerpanie zapríčinené vystavením poveternostným vplyvom;S25-12;Otravy alebo toxické účinky z vonkajších príčin
T733;Vyčerpanie zapríčinené nadmernou námahou;S25-12;Otravy alebo toxické účinky z vonkajších príčin
T738;Iný účinok nedostatku;S25-12;Otravy alebo toxické účinky z vonkajších príčin
T739;Účinok nedostatku, bližšie neurčený;S25-12;Otravy alebo toxické účinky z vonkajších príčin
T881;Iná komplikácia po imunizácii, nezatriedená inde;S25-12;Otravy alebo toxické účinky z vonkajších príčin
W99;Vystavenie inému a bližšie neurčenému umelému činiteľovi prostredia;S25-12;Otravy alebo toxické účinky z vonkajších príčin
Z036;Pozorovanie pri podozrení na toxický účinok použitej látky;S25-12;Otravy alebo toxické účinky z vonkajších príčin
Z038;Pozorovanie pri podozrení na inú chorobu a chorobný stav;S25-12;Otravy alebo toxické účinky z vonkajších príčin
Z039;Pozorovanie pri podozrení na bližšie neurčenú chorobu a chorobný stav;S25-12;Otravy alebo toxické účinky z vonkajších príčin
Z200;Kontakt a vystavenie prenosným črevným chorobám;S25-12;Otravy alebo toxické účinky z vonkajších príčin
F100;Porucha psychiky a správania zapríčinená užívaním alkoholu: akútna intoxikácia;S25-13;Akútna intoxikácia alkoholom alebo drogami
F110;Porucha psychiky a správania zapríčinená užívaním opiátov: akútna intoxikácia;S25-13;Akútna intoxikácia alkoholom alebo drogami
F120;Porucha psychiky a správania zapríčinená užívaním kanabinoidov: akútna intoxikácia;S25-13;Akútna intoxikácia alkoholom alebo drogami
F130;Porucha psychiky a správania zapríčinená užívaním sedatív alebo hypnotík: akútna intoxikácia;S25-13;Akútna intoxikácia alkoholom alebo drogami
F140;Porucha psychiky a správania zapríčinená užívaním kokaínu: akútna intoxikácia;S25-13;Akútna intoxikácia alkoholom alebo drogami
F150;Porucha psychiky a správania zapríčinená užívaním iných stimulancií vrátane kofeínu: akútna intoxikácia;S25-13;Akútna intoxikácia alkoholom alebo drogami
F160;Porucha psychiky a správania zapríčinená užívaním halucinogénov: akútna intoxikácia;S25-13;Akútna intoxikácia alkoholom alebo drogami
F170;Porucha psychiky a správania zapríčinená užívaním tabaku: akútna intoxikácia;S25-13;Akútna intoxikácia alkoholom alebo drogami
F180;Porucha psychiky a správania zapríčinená užívaním prchavých rozpúšťadiel: akútna intoxikácia;S25-13;Akútna intoxikácia alkoholom alebo drogami
F190;Porucha psychiky a správania zapríčinená užívaním viacerých drog a iných psychoaktívnych látok: akútna intoxikácia;S25-13;Akútna intoxikácia alkoholom alebo drogami
E508;Iné prejavy nedostatku vitamínu A;S25-14;Rôzne poruchy metabolizmu
E509;Nedostatok vitamínu A, bližšie neurčený;S25-14;Rôzne poruchy metabolizmu
E511;Beri-beri;S25-14;Rôzne poruchy metabolizmu
E518;Iný prejav nedostatku tiamínu;S25-14;Rôzne poruchy metabolizmu
E519;Nedostatok tiamínu, bližšie neurčený;S25-14;Rôzne poruchy metabolizmu
E52;Nedostatok niacínu [Pellagra];S25-14;Rôzne poruchy metabolizmu
E530;Nedostatok riboflavínu;S25-14;Rôzne poruchy metabolizmu
E531;Nedostatok pyridoxínu;S25-14;Rôzne poruchy metabolizmu
E538;Nedostatok iného bližšie určeného vitamínu skupiny B;S25-14;Rôzne poruchy metabolizmu
E539;Nedostatok vitamínu skupiny B, bližšie neurčený;S25-14;Rôzne poruchy metabolizmu
E54;Nedostatok vitamínu C;S25-14;Rôzne poruchy metabolizmu
E560;Nedostatok vitamínu E;S25-14;Rôzne poruchy metabolizmu
E561;Nedostatok vitamínu K;S25-14;Rôzne poruchy metabolizmu
E568;Nedostatok iného vitamínu;S25-14;Rôzne poruchy metabolizmu
E569;Nedostatok vitamínu, bližšie neurčený;S25-14;Rôzne poruchy metabolizmu
E58;Nedostatok vápnika vo výžive;S25-14;Rôzne poruchy metabolizmu
E59;Nedostatok selénu vo výžive;S25-14;Rôzne poruchy metabolizmu
E60;Nedostatok zinku vo výžive;S25-14;Rôzne poruchy metabolizmu
E610;Nedostatok medi;S25-14;Rôzne poruchy metabolizmu
E611;Nedostatok železa;S25-14;Rôzne poruchy metabolizmu
E612;Nedostatok horčíka;S25-14;Rôzne poruchy metabolizmu
E613;Nedostatok mangánu;S25-14;Rôzne poruchy metabolizmu
E614;Nedostatok chrómu;S25-14;Rôzne poruchy metabolizmu
E615;Nedostatok molybdénu;S25-14;Rôzne poruchy metabolizmu
E616;Nedostatok vanádu;S25-14;Rôzne poruchy metabolizmu
E617;Nedostatok viacerých stopových prvkov;S25-14;Rôzne poruchy metabolizmu
E618;Nedostatok iného bližšie určeného stopového prvku;S25-14;Rôzne poruchy metabolizmu
E619;Nedostatok stopového prvku, bližšie neurčený;S25-14;Rôzne poruchy metabolizmu
E630;Nedostatok esenciálnych mastných kyselín;S25-14;Rôzne poruchy metabolizmu
E631;Nedostatok vo výžive v dôsledku nerovnováhy v zložení potravy;S25-14;Rôzne poruchy metabolizmu
E834;Porucha metabolizmu horčíka;S25-14;Rôzne poruchy metabolizmu
E8358;Iná porucha metabolizmu vápnika;S25-14;Rôzne poruchy metabolizmu
E8359;Porucha metabolizmu vápnika, bližšie neurčená;S25-14;Rôzne poruchy metabolizmu
E838;Iná porucha metabolizmu minerálov;S25-14;Rôzne poruchy metabolizmu
E870;Hyperosmolalita a hypernatriémia;S25-14;Rôzne poruchy metabolizmu
E871;Hypoosmolalita a hyponatriémia;S25-14;Rôzne poruchy metabolizmu
E872;Acidóza;S25-14;Rôzne poruchy metabolizmu
E873;Alkalóza;S25-14;Rôzne poruchy metabolizmu
E874;Zmiešaná porucha acidobázickej rovnováhy;S25-14;Rôzne poruchy metabolizmu
E875;Hyperkaliémia;S25-14;Rôzne poruchy metabolizmu
E880;Porucha metabolizmu plazmatických proteínov, nezatriedená inde;S25-14;Rôzne poruchy metabolizmu
E881;Lipodystrofia, nezatriedená inde;S25-14;Rôzne poruchy metabolizmu
E882;Lipomatóza, nezatriedená inde;S25-14;Rôzne poruchy metabolizmu
E883;Syndróm z rozpadu nádoru (tumor lysis syndrome);S25-14;Rôzne poruchy metabolizmu
E888;Iná bližšie určená metabolická porucha;S25-14;Rôzne poruchy metabolizmu
G933;Chronický únavový syndróm;S25-14;Rôzne poruchy metabolizmu
R630;Anorexia (nechutenstvo);S25-14;Rôzne poruchy metabolizmu
R631;Polydipsia;S25-14;Rôzne poruchy metabolizmu
R632;Polyfágia;S25-14;Rôzne poruchy metabolizmu
R633;Ťažkosti s výživou a nesprávne usmerňovanie výživy;S25-14;Rôzne poruchy metabolizmu
R634;Abnormálne chudnutie;S25-14;Rôzne poruchy metabolizmu
R635;Abnormálne priberanie;S25-14;Rôzne poruchy metabolizmu
R636;Nedostatočný príjem potravy a vody v dôsledku zanedbávania seba samého;S25-14;Rôzne poruchy metabolizmu
R638;Iné subjektívne a objektívne príznaky súvisiace s prijímaním potravy a tekutín;S25-14;Rôzne poruchy metabolizmu
R730;Abnormálny glukózový tolerančný test;S25-14;Rôzne poruchy metabolizmu
R739;Hyperglykémia, bližšie neurčená;S25-14;Rôzne poruchy metabolizmu
Q874;Marfanov syndróm;S25-15;Ťažkosti, symptómy a iné anomálie
R230;Cyanóza;S25-15;Ťažkosti, symptómy a iné anomálie
R231;Bledosť [pallor];S25-15;Ťažkosti, symptómy a iné anomálie
R232;Sčervenenie;S25-15;Ťažkosti, symptómy a iné anomálie
R263;Imobilita;S25-15;Ťažkosti, symptómy a iné anomálie
R64;Kachexia (vycivenosť);S25-15;Ťažkosti, symptómy a iné anomálie
R680;Hypotermia nesúvisiaca s nízkou teplotou prostredia;S25-15;Ťažkosti, symptómy a iné anomálie
R681;Nešpecifické príznaky charakteristické pre dojčenský vek;S25-15;Ťažkosti, symptómy a iné anomálie
R688;Iné celkové subjektívne a objektívne príznaky, bližšie určené;S25-15;Ťažkosti, symptómy a iné anomálie
R700;Zrýchlená sedimentácia erytrocytov;S25-15;Ťažkosti, symptómy a iné anomálie
R701;Abnormálna viskozita plazmy;S25-15;Ťažkosti, symptómy a iné anomálie
R781;Nález opiátov v krvi;S25-15;Ťažkosti, symptómy a iné anomálie
R782;Nález kokaínu v krvi;S25-15;Ťažkosti, symptómy a iné anomálie
R783;Nález halucinogénu v krvi;S25-15;Ťažkosti, symptómy a iné anomálie
R784;Nález iných liekov a látok s možnosťou závislosti;S25-15;Ťažkosti, symptómy a iné anomálie
R785;Nález psychotropnej látky v krvi;S25-15;Ťažkosti, symptómy a iné anomálie
R786;Nález steroidovej látky v krvi;S25-15;Ťažkosti, symptómy a iné anomálie
R787;Nález abnormálnej koncentrácie ťažkého kovu v krvi;S25-15;Ťažkosti, symptómy a iné anomálie
R788;Nález inej bližšie určenej látky, ktorá sa normálne v krvi nenachádza;S25-15;Ťažkosti, symptómy a iné anomálie
R789;Nález bližšie neurčenej látky, ktorá sa normálne v krvi nenachádza;S25-15;Ťažkosti, symptómy a iné anomálie
R790;Abnormálna koncentrácia minerálov v krvnom sére;S25-15;Ťažkosti, symptómy a iné anomálie
R798;Iné bližšie určené abnormálne nálezy v chemickom zložení krvi;S25-15;Ťažkosti, symptómy a iné anomálie
R799;Abnormálny nález v chemickom zložení krvi, bližšie neurčený;S25-15;Ťažkosti, symptómy a iné anomálie
R821;Myoglobinúria;S25-15;Ťažkosti, symptómy a iné anomálie
R826;Abnormálna koncentrácia látky prevažne nemedicínskeho pôvodu v moči;S25-15;Ťažkosti, symptómy a iné anomálie
R870;Abnormálny nález vo vzorkách zo ženských pohlavných orgánov: abnormálna hladina enzýmov;S25-15;Ťažkosti, symptómy a iné anomálie
R871;Abnormálny nález vo vzorkách zo ženských pohlavných orgánov: abnormálna hladina hormónov;S25-15;Ťažkosti, symptómy a iné anomálie
R872;Abnormálny nález vo vzorkách zo ženských pohlavných orgánov: abnormálna hladina liekov, liečiv a biologicky aktívnych látok;S25-15;Ťažkosti, symptómy a iné anomálie
R873;Abnormálny nález vo vzorkách zo ženských pohlavných orgánov: abnormálna hladina látok prevažne nemedicínskeho pôvodu;S25-15;Ťažkosti, symptómy a iné anomálie
R874;Abnormálny nález vo vzorkách zo ženských pohlavných orgánov: abnormálny imunologický nález;S25-15;Ťažkosti, symptómy a iné anomálie
R875;Abnormálny nález vo vzorkách zo ženských pohlavných orgánov: abnormálny mikrobiologický nález;S25-15;Ťažkosti, symptómy a iné anomálie
R8760;Abnormálne skvamózne bunky neznámej signifikancie (ASCUS);S25-15;Ťažkosti, symptómy a iné anomálie
R8761;Abnormálne skvanózne bunky vysokého stupňa (ASC-H);S25-15;Ťažkosti, symptómy a iné anomálie
R8762;Skvamózna intraepiteliálna lézia nízkeho stupňa (L-SIL);S25-15;Ťažkosti, symptómy a iné anomálie
R8763;Skvamózna intraepiteliálna lézia vysokého stupňa (H-SIL);S25-15;Ťažkosti, symptómy a iné anomálie
R8764;Cytologický dôkaz malignity zo steru krčka maternice;S25-15;Ťažkosti, symptómy a iné anomálie
R8765;Chýbajúce žľazové bunky transformačnej zóny;S25-15;Ťažkosti, symptómy a iné anomálie
R8766;Iný abnormálny cytologický nález;S25-15;Ťažkosti, symptómy a iné anomálie
R8767;Nešpecifikovaný abnormálny cytologický nález;S25-15;Ťažkosti, symptómy a iné anomálie
R877;Abnormálny nález vo vzorkách zo ženských pohlavných orgánov: abnormálny histologický nález;S25-15;Ťažkosti, symptómy a iné anomálie
R878;Abnormálny nález vo vzorkách zo ženských pohlavných orgánov: iný abnormálny nález;S25-15;Ťažkosti, symptómy a iné anomálie
R879;Abnormálny nález vo vzorkách zo ženských pohlavných orgánov: bližšie neurčený abnormálny nález;S25-15;Ťažkosti, symptómy a iné anomálie
R890;Abnormálny nález vo vzorkách z iných orgánov, sústav a tkanív: abnormálna hodnota enzýmov;S25-15;Ťažkosti, symptómy a iné anomálie
R891;Abnormálny nález vo vzorkách z iných orgánov, sústav a tkanív: abnormálna hodnota hormónov;S25-15;Ťažkosti, symptómy a iné anomálie
R892;Abnormálny nález vo vzorkách z iných orgánov, sústav a tkanív: abnormálna hodnota liekov, liečiv a biologicky aktívnych látok;S25-15;Ťažkosti, symptómy a iné anomálie
R893;Abnormálny nález vo vzorkách z iných orgánov, sústav a tkanív: abnormálna hodnota látok prevažne nemedicínskeho pôvodu;S25-15;Ťažkosti, symptómy a iné anomálie
R894;Abnormálny nález vo vzorkách z iných orgánov, sústav a tkanív: abnormálný imunologicky nález;S25-15;Ťažkosti, symptómy a iné anomálie
R895;Abnormálny nález vo vzorkách z iných orgánov, sústav a tkanív: abnormálny mikrobiologický nález;S25-15;Ťažkosti, symptómy a iné anomálie
R896;Abnormálny nález vo vzorkách z iných orgánov, sústav a tkanív: abnormálny cytologický nález;S25-15;Ťažkosti, symptómy a iné anomálie
R897;Abnormálny nález vo vzorkách z iných orgánov, sústav a tkanív: abnormálny histologický nález;S25-15;Ťažkosti, symptómy a iné anomálie
R898;Abnormálny nález vo vzorkách z iných orgánov, sústav a tkanív: iný abnormálny nález;S25-15;Ťažkosti, symptómy a iné anomálie
R899;Abnormálny nález vo vzorkách z iných orgánov, sústav a tkanív: bližšie neurčený abnormálny nález;S25-15;Ťažkosti, symptómy a iné anomálie
R92;Abnormálny nález pri diagnostickom zobrazení prsníka;S25-15;Ťažkosti, symptómy a iné anomálie
R938;Abnormálny nález pri diagnostickom zobrazení iných bližšie určených telových štruktúr;S25-15;Ťažkosti, symptómy a iné anomálie
T790;Vzduchová embólia (poúrazová);S25-15;Ťažkosti, symptómy a iné anomálie
T791;Tuková embólia (poúrazová);S25-15;Ťažkosti, symptómy a iné anomálie
R600;Lokalizovaný opuch;S25-16;Opuch
R601;Generalizovaný opuch;S25-16;Opuch
R609;Opuch, bližšie neurčený;S25-16;Opuch
E164;Abnormálna sekrécia gastrínu;S25-17;Varixy a vredy a iné ochorenia GIT
K250;Vred žalúdka, akútny s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K254;Vred žalúdka, chronický alebo bližšie neurčený, s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K260;Vred dvanástnika, akútny s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K264;Vred dvanástnika, chronický alebo bližšie neurčený, s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K270;Peptický vred bez bližšieho určenia miesta, akútny s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K274;Peptický vred bez bližšieho určenia miesta, chronický alebo bližšie neurčený, s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K284;Peptický vred jejúna, chronický alebo bližšie neurčený, s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K313;Pylorospazmus, nezatriedený inde;S25-17;Varixy a vredy a iné ochorenia GIT
K316;Fistula žalúdka a dvanástnika;S25-17;Varixy a vredy a iné ochorenia GIT
K5702;Divertikulitída tenkého čreva s perforáciou a abscesom, bez prejavov krvácania;S25-17;Varixy a vredy a iné ochorenia GIT
K5703;Divertikulitída tenkého čreva s perforáciou, abscesom a krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K5712;Divertikulitída tenkého čreva bez perforácie, abscesu alebo prejavov krvácania;S25-17;Varixy a vredy a iné ochorenia GIT
K5713;Divertikulitída tenkého čreva bez perforácie a abscesu, s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K5722;Divertikulitída hrubého čreva s perforáciou a abscesom, bez prejavov krvácania;S25-17;Varixy a vredy a iné ochorenia GIT
K5723;Divertikulitída hrubého čreva s perforáciou, abscesom a krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K5732;Divertikulitída hrubého čreva bez perforácie, abscesu alebo prejavov krvácania;S25-17;Varixy a vredy a iné ochorenia GIT
K5733;Divertikulitída hrubého čreva bez perforácie alebo abscesu, s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K5742;Divertikulitída tenkého a hrubého čreva s perforáciou a abscesom, bez prejavov krvácania;S25-17;Varixy a vredy a iné ochorenia GIT
K5743;Divertikulitída tenkého a hrubého čreva s perforáciou, abscesom a krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K5752;Divertikulitída tenkého a hrubého čreva bez perforácie, abscesu alebo prejavov krvácania;S25-17;Varixy a vredy a iné ochorenia GIT
K5753;Divertikulitída tenkého a hrubého čreva bez perforácie alebo abscesu, s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K5782;Divertikulitída čreva, časť bližšie neurčená, s perforáciou a abscesom, bez prejavov krvácania;S25-17;Varixy a vredy a iné ochorenia GIT
K5783;Divertikulitída čreva, časť bližšie neurčená, s perforáciou, abscesom a krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
K5792;Divertikulitída čreva, časť bližšie neurčená, bez perforácie, abscesu alebo prejavov krvácania;S25-17;Varixy a vredy a iné ochorenia GIT
K5793;Divertikulitída čreva, časť bližšie neurčená, bez perforácie alebo abscesu, s krvácaním;S25-17;Varixy a vredy a iné ochorenia GIT
D509;Bližšie neurčená anémia z nedostatku železa;S25-18;Vybrané hematologické ochorenia
D539;Bližšie neurčená nutričná anémia;S25-18;Vybrané hematologické ochorenia
E86;Dehydratácia, hypovolémia;S25-19;Dehydratácia, hypokaliémia, iná porucha rovnováhy elektrolytov
E876;Hypokaliémia;S25-19;Dehydratácia, hypokaliémia, iná porucha rovnováhy elektrolytov
E878;Iná porucha rovnováhy elektrolytov a tekutín, nezatriedená inde;S25-19;Dehydratácia, hypokaliémia, iná porucha rovnováhy elektrolytov
T801;Cievna komplikácia po infúzii, transfúzii a liečebnej injekcii;S25-20;Komplikácie po infúzii, trasfúzii a liečebnej injekcii
T803;Reakcia zapríčinená inkompatibilitou v systéme ABO;S25-20;Komplikácie po infúzii, trasfúzii a liečebnej injekcii
T804;Reakcia zapríčinená inkompatibilitou v systéme Rh;S25-20;Komplikácie po infúzii, trasfúzii a liečebnej injekcii
T805;Anafylaktický šok, zapríčinený sérom;S25-20;Komplikácie po infúzii, trasfúzii a liečebnej injekcii
T806;Iná reakcia na sérum;S25-20;Komplikácie po infúzii, trasfúzii a liečebnej injekcii
T808;Iná komplikácia po infúzii, transfúzii a liečebnej injekcii;S25-20;Komplikácie po infúzii, trasfúzii a liečebnej injekcii
T809;Komplikácia po infúzii, transfúzii a liečebnej injekcii, bližšie neurčená;S25-20;Komplikácie po infúzii, trasfúzii a liečebnej injekcii
A260;Kožný eryzipeloid;S25-21;Infekcia/zápal kože a podkožia
A46;Eryzipel [Erysipelas, Ruža];S25-21;Infekcia/zápal kože a podkožia
A544;Gonokoková infekcia svalovo-kostrovej sústavy;S25-21;Infekcia/zápal kože a podkožia
B001;Herpetická vezikulárna dermatitída;S25-21;Infekcia/zápal kože a podkožia
B028;Zoster s inými komplikáciami;S25-21;Infekcia/zápal kože a podkožia
B029;Zoster bez komplikácií;S25-21;Infekcia/zápal kože a podkožia
B084;Enterovírusová vezikulárna stomatitída s exantémom;S25-21;Infekcia/zápal kože a podkožia
B088;Iná vírusová infekcia charakterizovaná postihnutím kože a slizníc, bližšie určená;S25-21;Infekcia/zápal kože a podkožia
B09;Vírusová infekcia charakterizovaná postihnutím kože a slizníc, bližšie neurčená;S25-21;Infekcia/zápal kože a podkožia
B403;Blastomykóza kože;S25-21;Infekcia/zápal kože a podkožia
B421;Lymfokutánna sporotrichóza;S25-21;Infekcia/zápal kože a podkožia
B430;Chromomykóza kože;S25-21;Infekcia/zápal kože a podkožia
B452;Kryptokokóza kože;S25-21;Infekcia/zápal kože a podkožia
B463;Mukormykóza kože;S25-21;Infekcia/zápal kože a podkožia
I891;Lymfangitída;S25-21;Infekcia/zápal kože a podkožia
L010;Kontaktné impetigo akejkoľvek lokalizácie zapríčinené ktorýmkoľvek organizmom;S25-21;Infekcia/zápal kože a podkožia
L011;Sekundárna impetiginizácia inej choroby kože;S25-21;Infekcia/zápal kože a podkožia
L020;Kožný absces, furunkul a karbunkul tváre;S25-21;Infekcia/zápal kože a podkožia
L021;Kožný absces, furunkul a karbunkul krku;S25-21;Infekcia/zápal kože a podkožia
L022;Kožný absces, furunkul a karbunkul trupu;S25-21;Infekcia/zápal kože a podkožia
L023;Kožný absces, furunkul a karbunkul zadku;S25-21;Infekcia/zápal kože a podkožia
L024;Kožný absces, furunkul a karbunkul končatiny;S25-21;Infekcia/zápal kože a podkožia
L028;Kožný absces, furunkul a karbunkul na inom mieste;S25-21;Infekcia/zápal kože a podkožia
L029;Kožný absces, furunkul a karbunkul, bližšie neurčený;S25-21;Infekcia/zápal kože a podkožia
L0301;Flegmóna prstov ruky;S25-21;Infekcia/zápal kože a podkožia
L0302;Flegmóna prstov nohy;S25-21;Infekcia/zápal kože a podkožia
L0310;Flegmóna hornej končatiny;S25-21;Infekcia/zápal kože a podkožia
L0311;Flegmóna dolnej končatiny;S25-21;Infekcia/zápal kože a podkožia
L032;Flegmóna tváre;S25-21;Infekcia/zápal kože a podkožia
L033;Flegmóna trupu;S25-21;Infekcia/zápal kože a podkožia
L038;Flegmóna na inom mieste;S25-21;Infekcia/zápal kože a podkožia
L039;Flegmóna, bližšie neurčená;S25-21;Infekcia/zápal kože a podkožia
L050;Pilonidálna cysta s abscesom;S25-21;Infekcia/zápal kože a podkožia
L059;Pilonidálna cysta bez abscesu;S25-21;Infekcia/zápal kože a podkožia
L080;Pyoderma;S25-21;Infekcia/zápal kože a podkožia
L088;Iná lokálna infekcia kože a podkožného tkaniva, bližšie určená;S25-21;Infekcia/zápal kože a podkožia
L089;Lokálna infekcia kože a podkožného tkaniva, bližšie neurčená;S25-21;Infekcia/zápal kože a podkožia
L980;Pyogénny (hnisový) granulóm;S25-21;Infekcia/zápal kože a podkožia
L983;Eozinofilná celulitída (Wellsov syndróm);S25-21;Infekcia/zápal kože a podkožia
A395;Meningokokové ochorenie srdca;S26-04;Iné ochorenia obehového systému
A520;Kardiovaskulárny syfilis;S26-04;Iné ochorenia obehového systému
B332;Vírusová karditída;S26-04;Iné ochorenia obehového systému
B376;Kandidová endokarditída (I39.8*);S26-04;Iné ochorenia obehového systému
B570;Akútna Chagasova choroba s postihnutím srdca (I41.2*, I98.1*);S26-04;Iné ochorenia obehového systému
B572;Chagasova choroba (chronická) s postihnutím srdca;S26-04;Iné ochorenia obehového systému
C380;Zhubný nádor srdca;S26-04;Iné ochorenia obehového systému
C452;Mezotelióm osrdcovníka;S26-04;Iné ochorenia obehového systému
D151;Nezhubný nádor srdca;S26-04;Iné ochorenia obehového systému
F4530;Somatoformná autonómna dysfunkcia srdca a obehovej sústavy;S26-04;Iné ochorenia obehového systému
G9000;Syndróm karotického sínusu (Synkopa);S26-04;Iné ochorenia obehového systému
I010;Akútna reumatická perikarditída;S26-04;Iné ochorenia obehového systému
I011;Akútna reumatická endokarditída;S26-04;Iné ochorenia obehového systému
I012;Akútna reumatická myokarditída;S26-04;Iné ochorenia obehového systému
I018;Iná akútna reumatická choroba srdca;S26-04;Iné ochorenia obehového systému
I019;Akútna reumatická choroba srdca, bližšie neurčená;S26-04;Iné ochorenia obehového systému
I020;Reumatická chorea s postihnutím srdca;S26-04;Iné ochorenia obehového systému
I029;Reumatická chorea bez postihnutia srdca;S26-04;Iné ochorenia obehového systému
I090;Reumatická myokarditída;S26-04;Iné ochorenia obehového systému
I092;Chronická reumatická perikarditída;S26-04;Iné ochorenia obehového systému
I098;Iná reumatická choroba srdca, bližšie určená;S26-04;Iné ochorenia obehového systému
I099;Reumatická choroba srdca, bližšie neurčená;S26-04;Iné ochorenia obehového systému
I230;Hemoperikard ako akútna komplikácia po akútnom infarkte myokardu;S26-04;Iné ochorenia obehového systému
I231;Defekt predsieňového septa ako akútna komplikácia po akútnom infarkte myokardu;S26-04;Iné ochorenia obehového systému
I232;Defekt komorovej priehradky ako akútna komplikácia po akútnom infarkte myokardu;S26-04;Iné ochorenia obehového systému
I233;Ruptúra srdcovej steny bez hemoperikardu ako akútna komplikácia po akútnom infarkte myokardu;S26-04;Iné ochorenia obehového systému
I236;Trombóza predsiene, predsieňového uška a komory ako akútna komplikácia po akútnom infarkte myokardu;S26-04;Iné ochorenia obehového systému
I238;Iná akútna komplikácia po akútnom infarkte myokardu;S26-04;Iné ochorenia obehového systému
I241;Poinfarktový syndróm;S26-04;Iné ochorenia obehového systému
I253;Aneuryzma (steny) srdca;S26-04;Iné ochorenia obehového systému
I254;Aneuryzma vencovitej tepny;S26-04;Iné ochorenia obehového systému
I270;Primárna pľúcna hypertenzia;S26-04;Iné ochorenia obehového systému
I271;Srdcová choroba pri kyfoskolióze;S26-04;Iné ochorenia obehového systému
I2720;Pľúcna hypertenzia pri chronickej tromboembolickej chorobe;S26-04;Iné ochorenia obehového systému
I2728;Iná bližšie určená sekundárna pľúcna hypertenzia;S26-04;Iné ochorenia obehového systému
I280;Tepnovožilová fistula pľúcnych ciev;S26-04;Iné ochorenia obehového systému
I281;Aneuryzma pľúcnej tepny;S26-04;Iné ochorenia obehového systému
I300;Akútna nešpecifická idiopatická perikarditída;S26-04;Iné ochorenia obehového systému
I301;Infekčná perikarditída;S26-04;Iné ochorenia obehového systému
I308;Iná forma akútnej perikarditídy;S26-04;Iné ochorenia obehového systému
I309;Akútna perikarditída, bližšie neurčená;S26-04;Iné ochorenia obehového systému
I310;Chronická adhezívna perikarditída;S26-04;Iné ochorenia obehového systému
I311;Chronická konstriktívna perikarditída;S26-04;Iné ochorenia obehového systému
I312;Hemoperikard, nezatriedený inde;S26-04;Iné ochorenia obehového systému
I313;Perikardový výpotok (nezápalový);S26-04;Iné ochorenia obehového systému
I318;Iná choroba perikardu, bližšie určená;S26-04;Iné ochorenia obehového systému
I330;Akútna a subakútna infekčná endokarditída;S26-04;Iné ochorenia obehového systému
I339;Akútna endokarditída, bližšie neurčená;S26-04;Iné ochorenia obehového systému
I38;Endokarditída bližšie neurčenej chlopne;S26-04;Iné ochorenia obehového systému
I400;Infekčná myokarditída;S26-04;Iné ochorenia obehového systému
I401;Izolovaná myokarditída;S26-04;Iné ochorenia obehového systému
I408;Iná akútna myokarditída;S26-04;Iné ochorenia obehového systému
I409;Akútna myokarditída, bližšie neurčená;S26-04;Iné ochorenia obehového systému
I420;Dilatačná kardiomyopatia;S26-04;Iné ochorenia obehového systému
I421;Obštrukčná hypertrofická kardiomyopatia;S26-04;Iné ochorenia obehového systému
I422;Iná hypertrofická kardiomyopatia;S26-04;Iné ochorenia obehového systému
I423;Endomyokardová (eozinofilná) choroba;S26-04;Iné ochorenia obehového systému
I424;Endokardová fibroelastóza;S26-04;Iné ochorenia obehového systému
I425;Iná reštrikčná kardiomyopatia;S26-04;Iné ochorenia obehového systému
I426;Alkoholová kardiomyopatia;S26-04;Iné ochorenia obehového systému
I427;Kardiomyopatia zapríčinená liekmi a inými vonkajšími faktormi;S26-04;Iné ochorenia obehového systému
I4280;Arytmogénna pravokomorová kardiomyopatia [ARVCM];S26-04;Iné ochorenia obehového systému
I4288;Iná kardiomyopatia;S26-04;Iné ochorenia obehového systému
I429;Kardiomyopatia, bližšie neurčená;S26-04;Iné ochorenia obehového systému
I510;Získaný defekt srdcovej priehradky;S26-04;Iné ochorenia obehového systému
I513;Vnútrosrdcová trombóza, nezatriedená inde;S26-04;Iné ochorenia obehového systému
