kriterium;poradieKriterium;typKriterium;kod;nazov;pocetKriterium
So signifikantným OP výkonom;1;vyk;5t770x;;1
So signifikantným OP výkonom;1;vyk;5t7710;;1
So signifikantným OP výkonom;1;vyk;5t7711;;1
So signifikantným OP výkonom;1;vyk;5t7713;;1
So signifikantným OP výkonom;1;vyk;5t7714;;1
So signifikantným OP výkonom;1;vyk;5t7715;;1
So signifikantným OP výkonom;1;vyk;5t7716;;1
So signifikantným OP výkonom;1;vyk;5t7717;;1
So signifikantným OP výkonom;1;vyk;5t771x;;1
So signifikantným OP výkonom;1;vyk;5t7720;;1
So signifikantným OP výkonom;1;vyk;5t7721;;1
So signifikantným OP výkonom;1;vyk;5t7723;;1
So signifikantným OP výkonom;1;vyk;5t7724;;1
So signifikantným OP výkonom;1;vyk;5t7725;;1
So signifikantným OP výkonom;1;vyk;5t7726;;1
So signifikantným OP výkonom;1;vyk;5t7727;;1
So signifikantným OP výkonom;1;vyk;5t772x;;1
So signifikantným OP výkonom;1;vyk;5t7730;;1
So signifikantným OP výkonom;1;vyk;5t7731;;1
So signifikantným OP výkonom;1;vyk;5t7733;;1
So signifikantným OP výkonom;1;vyk;5t7734;;1
So signifikantným OP výkonom;1;vyk;5t7735;;1
So signifikantným OP výkonom;1;vyk;5t7736;;1
So signifikantným OP výkonom;1;vyk;5t7737;;1
So signifikantným OP výkonom;1;vyk;5t773x;;1
So signifikantným OP výkonom;1;vyk;5t7740;;1
So signifikantným OP výkonom;1;vyk;5t7741;;1
So signifikantným OP výkonom;1;vyk;5t7743;;1
So signifikantným OP výkonom;1;vyk;5t7744;;1
So signifikantným OP výkonom;1;vyk;5t7745;;1
So signifikantným OP výkonom;1;vyk;5t7746;;1
So signifikantným OP výkonom;1;vyk;5t7747;;1
So signifikantným OP výkonom;1;vyk;5t774x;;1
So signifikantným OP výkonom;1;vyk;5t7750;;1
So signifikantným OP výkonom;1;vyk;5t7751;;1
So signifikantným OP výkonom;1;vyk;5t7753;;1
So signifikantným OP výkonom;1;vyk;5t7754;;1
So signifikantným OP výkonom;1;vyk;5t7755;;1
So signifikantným OP výkonom;1;vyk;5t7756;;1
So signifikantným OP výkonom;1;vyk;5t7757;;1
So signifikantným OP výkonom;1;vyk;5t775x;;1
So signifikantným OP výkonom;1;vyk;5t7760;;1
So signifikantným OP výkonom;1;vyk;5t7761;;1
So signifikantným OP výkonom;1;vyk;5t7763;;1
So signifikantným OP výkonom;1;vyk;5t7764;;1
So signifikantným OP výkonom;1;vyk;5t7765;;1
So signifikantným OP výkonom;1;vyk;5t7766;;1
So signifikantným OP výkonom;1;vyk;5t7767;;1
So signifikantným OP výkonom;1;vyk;5t776x;;1
So signifikantným OP výkonom;1;vyk;5t77x0;;1
So signifikantným OP výkonom;1;vyk;5t77x1;;1
So signifikantným OP výkonom;1;vyk;5t77x3;;1
So signifikantným OP výkonom;1;vyk;5t77x4;;1
So signifikantným OP výkonom;1;vyk;5t77x5;;1
So signifikantným OP výkonom;1;vyk;5t77x6;;1
So signifikantným OP výkonom;1;vyk;5t77x7;;1
So signifikantným OP výkonom;1;vyk;5t77xx;;1
So signifikantným OP výkonom;1;vyk;5t7800;;1
So signifikantným OP výkonom;1;vyk;5t7801;;1
So signifikantným OP výkonom;1;vyk;5t7810;;1
So signifikantným OP výkonom;1;vyk;5t7820;;1
So signifikantným OP výkonom;1;vyk;5t7821;;1
So signifikantným OP výkonom;1;vyk;5t7830;;1
So signifikantným OP výkonom;1;vyk;5t7831;;1
So signifikantným OP výkonom;1;vyk;5t78401;;1
So signifikantným OP výkonom;1;vyk;5t7840x;;1
So signifikantným OP výkonom;1;vyk;5t78411;;1
So signifikantným OP výkonom;1;vyk;5t7841x;;1
So signifikantným OP výkonom;1;vyk;5t78503;;1
So signifikantným OP výkonom;1;vyk;5t7850x;;1
So signifikantným OP výkonom;1;vyk;5t78513;;1
So signifikantným OP výkonom;1;vyk;5t7851x;;1
So signifikantným OP výkonom;1;vyk;5t78601;;1
So signifikantným OP výkonom;1;vyk;5t78603;;1
So signifikantným OP výkonom;1;vyk;5t7860x;;1
So signifikantným OP výkonom;1;vyk;5t78611;;1
So signifikantným OP výkonom;1;vyk;5t78613;;1
So signifikantným OP výkonom;1;vyk;5t7861x;;1
So signifikantným OP výkonom;1;vyk;5t78701;;1
So signifikantným OP výkonom;1;vyk;5t78703;;1
So signifikantným OP výkonom;1;vyk;5t7870x;;1
So signifikantným OP výkonom;1;vyk;5t78711;;1
So signifikantným OP výkonom;1;vyk;5t78713;;1
So signifikantným OP výkonom;1;vyk;5t7871x;;1
So signifikantným OP výkonom;1;vyk;5t78801;;1
So signifikantným OP výkonom;1;vyk;5t78803;;1
So signifikantným OP výkonom;1;vyk;5t78804;;1
So signifikantným OP výkonom;1;vyk;5t7880x;;1
So signifikantným OP výkonom;1;vyk;5t78811;;1
So signifikantným OP výkonom;1;vyk;5t78813;;1
So signifikantným OP výkonom;1;vyk;5t78814;;1
So signifikantným OP výkonom;1;vyk;5t7881x;;1
So signifikantným OP výkonom;1;vyk;5t78901;;1
So signifikantným OP výkonom;1;vyk;5t78902;;1
So signifikantným OP výkonom;1;vyk;5t78903;;1
So signifikantným OP výkonom;1;vyk;5t78904;;1
So signifikantným OP výkonom;1;vyk;5t78905;;1
So signifikantným OP výkonom;1;vyk;5t78906;;1
So signifikantným OP výkonom;1;vyk;5t78911;;1
So signifikantným OP výkonom;1;vyk;5t78912;;1
So signifikantným OP výkonom;1;vyk;5t78913;;1
So signifikantným OP výkonom;1;vyk;5t78914;;1
So signifikantným OP výkonom;1;vyk;5t78915;;1
So signifikantným OP výkonom;1;vyk;5t78916;;1
So signifikantným OP výkonom;1;vyk;5t78a0;;1
So signifikantným OP výkonom;1;vyk;5t78a1;;1
So signifikantným OP výkonom;1;vyk;5t78b00;;1
So signifikantným OP výkonom;1;vyk;5t78b01;;1
So signifikantným OP výkonom;1;vyk;5t78b10;;1
So signifikantným OP výkonom;1;vyk;5t78b11;;1
So signifikantným OP výkonom;1;vyk;5t78c0;;1
So signifikantným OP výkonom;1;vyk;5t78c1;;1
So signifikantným OP výkonom;1;vyk;5t78x0;;1
So signifikantným OP výkonom;1;vyk;5t78x1;;1
So signifikantným OP výkonom;1;vyk;5t790;;1
So signifikantným OP výkonom;1;vyk;5t791;;1
So signifikantným OP výkonom;1;vyk;5t792;;1
So signifikantným OP výkonom;1;vyk;5t793;;1
So signifikantným OP výkonom;1;vyk;5t794;;1
So signifikantným OP výkonom;1;vyk;5t795;;1
So signifikantným OP výkonom;1;vyk;5t796;;1
So signifikantným OP výkonom;1;vyk;5t7970;;1
So signifikantným OP výkonom;1;vyk;5t7971;;1
So signifikantným OP výkonom;1;vyk;5t798;;1
So signifikantným OP výkonom;1;vyk;5t799;;1
So signifikantným OP výkonom;1;vyk;5t79x;;1
So signifikantným OP výkonom;1;vyk;5t8000;;1
So signifikantným OP výkonom;1;vyk;5t8001;;1
So signifikantným OP výkonom;1;vyk;5t8002;;1
So signifikantným OP výkonom;1;vyk;5t8003;;1
So signifikantným OP výkonom;1;vyk;5t8004;;1
So signifikantným OP výkonom;1;vyk;5t8005;;1
So signifikantným OP výkonom;1;vyk;5t8006;;1
So signifikantným OP výkonom;1;vyk;5t8007;;1
So signifikantným OP výkonom;1;vyk;5t8008;;1
So signifikantným OP výkonom;1;vyk;5t800a;;1
So signifikantným OP výkonom;1;vyk;5t800b;;1
So signifikantným OP výkonom;1;vyk;5t800x;;1
So signifikantným OP výkonom;1;vyk;5t8010;;1
So signifikantným OP výkonom;1;vyk;5t8011;;1
So signifikantným OP výkonom;1;vyk;5t8012;;1
So signifikantným OP výkonom;1;vyk;5t8013;;1
So signifikantným OP výkonom;1;vyk;5t8014;;1
So signifikantným OP výkonom;1;vyk;5t8015;;1
So signifikantným OP výkonom;1;vyk;5t8016;;1
So signifikantným OP výkonom;1;vyk;5t8017;;1
So signifikantným OP výkonom;1;vyk;5t8018;;1
So signifikantným OP výkonom;1;vyk;5t801a;;1
So signifikantným OP výkonom;1;vyk;5t801b;;1
So signifikantným OP výkonom;1;vyk;5t801x;;1
So signifikantným OP výkonom;1;vyk;5t8020;;1
So signifikantným OP výkonom;1;vyk;5t8021;;1
So signifikantným OP výkonom;1;vyk;5t8022;;1
So signifikantným OP výkonom;1;vyk;5t8023;;1
So signifikantným OP výkonom;1;vyk;5t8024;;1
So signifikantným OP výkonom;1;vyk;5t8025;;1
So signifikantným OP výkonom;1;vyk;5t8026;;1
So signifikantným OP výkonom;1;vyk;5t8027;;1
So signifikantným OP výkonom;1;vyk;5t8028;;1
So signifikantným OP výkonom;1;vyk;5t802a;;1
So signifikantným OP výkonom;1;vyk;5t802b;;1
So signifikantným OP výkonom;1;vyk;5t802x;;1
So signifikantným OP výkonom;1;vyk;5t8030;;1
So signifikantným OP výkonom;1;vyk;5t8031;;1
So signifikantným OP výkonom;1;vyk;5t8032;;1
So signifikantným OP výkonom;1;vyk;5t8033;;1
So signifikantným OP výkonom;1;vyk;5t8034;;1
So signifikantným OP výkonom;1;vyk;5t8035;;1
So signifikantným OP výkonom;1;vyk;5t8036;;1
So signifikantným OP výkonom;1;vyk;5t8037;;1
So signifikantným OP výkonom;1;vyk;5t8038;;1
So signifikantným OP výkonom;1;vyk;5t803a;;1
So signifikantným OP výkonom;1;vyk;5t803b;;1
So signifikantným OP výkonom;1;vyk;5t803x;;1
So signifikantným OP výkonom;1;vyk;5t8040;;1
So signifikantným OP výkonom;1;vyk;5t8041;;1
So signifikantným OP výkonom;1;vyk;5t8042;;1
So signifikantným OP výkonom;1;vyk;5t8043;;1
So signifikantným OP výkonom;1;vyk;5t8044;;1
So signifikantným OP výkonom;1;vyk;5t8046;;1
So signifikantným OP výkonom;1;vyk;5t8047;;1
So signifikantným OP výkonom;1;vyk;5t8048;;1
So signifikantným OP výkonom;1;vyk;5t804a;;1
So signifikantným OP výkonom;1;vyk;5t804b;;1
So signifikantným OP výkonom;1;vyk;5t804x;;1
So signifikantným OP výkonom;1;vyk;5t8050;;1
So signifikantným OP výkonom;1;vyk;5t8051;;1
So signifikantným OP výkonom;1;vyk;5t8052;;1
So signifikantným OP výkonom;1;vyk;5t8053;;1
So signifikantným OP výkonom;1;vyk;5t8054;;1
So signifikantným OP výkonom;1;vyk;5t8056;;1
So signifikantným OP výkonom;1;vyk;5t8057;;1
So signifikantným OP výkonom;1;vyk;5t8058;;1
So signifikantným OP výkonom;1;vyk;5t805a;;1
So signifikantným OP výkonom;1;vyk;5t805b;;1
So signifikantným OP výkonom;1;vyk;5t805x;;1
So signifikantným OP výkonom;1;vyk;5t8060;;1
So signifikantným OP výkonom;1;vyk;5t8061;;1
So signifikantným OP výkonom;1;vyk;5t8062;;1
So signifikantným OP výkonom;1;vyk;5t8063;;1
So signifikantným OP výkonom;1;vyk;5t8064;;1
So signifikantným OP výkonom;1;vyk;5t8065;;1
So signifikantným OP výkonom;1;vyk;5t8066;;1
So signifikantným OP výkonom;1;vyk;5t8067;;1
So signifikantným OP výkonom;1;vyk;5t8068;;1
So signifikantným OP výkonom;1;vyk;5t806a;;1
So signifikantným OP výkonom;1;vyk;5t806b;;1
So signifikantným OP výkonom;1;vyk;5t806x;;1
So signifikantným OP výkonom;1;vyk;5t8070;;1
So signifikantným OP výkonom;1;vyk;5t8071;;1
So signifikantným OP výkonom;1;vyk;5t8072;;1
So signifikantným OP výkonom;1;vyk;5t8073;;1
So signifikantným OP výkonom;1;vyk;5t8074;;1
So signifikantným OP výkonom;1;vyk;5t8075;;1
So signifikantným OP výkonom;1;vyk;5t8076;;1
So signifikantným OP výkonom;1;vyk;5t8077;;1
So signifikantným OP výkonom;1;vyk;5t8078;;1
So signifikantným OP výkonom;1;vyk;5t8079;;1
So signifikantným OP výkonom;1;vyk;5t807x;;1
So signifikantným OP výkonom;1;vyk;5t8080;;1
So signifikantným OP výkonom;1;vyk;5t8081;;1
So signifikantným OP výkonom;1;vyk;5t8082;;1
So signifikantným OP výkonom;1;vyk;5t8083;;1
So signifikantným OP výkonom;1;vyk;5t8084;;1
So signifikantným OP výkonom;1;vyk;5t8085;;1
So signifikantným OP výkonom;1;vyk;5t8086;;1
So signifikantným OP výkonom;1;vyk;5t8087;;1
So signifikantným OP výkonom;1;vyk;5t8088;;1
So signifikantným OP výkonom;1;vyk;5t8089;;1
So signifikantným OP výkonom;1;vyk;5t808x;;1
So signifikantným OP výkonom;1;vyk;5t8090;;1
So signifikantným OP výkonom;1;vyk;5t8091;;1
So signifikantným OP výkonom;1;vyk;5t8092;;1
So signifikantným OP výkonom;1;vyk;5t8093;;1
So signifikantným OP výkonom;1;vyk;5t8094;;1
So signifikantným OP výkonom;1;vyk;5t8095;;1
So signifikantným OP výkonom;1;vyk;5t8096;;1
So signifikantným OP výkonom;1;vyk;5t8097;;1
So signifikantným OP výkonom;1;vyk;5t8098;;1
So signifikantným OP výkonom;1;vyk;5t8099;;1
So signifikantným OP výkonom;1;vyk;5t809x;;1
So signifikantným OP výkonom;1;vyk;5t80a0;;1
So signifikantným OP výkonom;1;vyk;5t80a1;;1
So signifikantným OP výkonom;1;vyk;5t80a2;;1
So signifikantným OP výkonom;1;vyk;5t80a3;;1
So signifikantným OP výkonom;1;vyk;5t80a4;;1
So signifikantným OP výkonom;1;vyk;5t80a5;;1
So signifikantným OP výkonom;1;vyk;5t80a6;;1
So signifikantným OP výkonom;1;vyk;5t80a7;;1
So signifikantným OP výkonom;1;vyk;5t80a8;;1
So signifikantným OP výkonom;1;vyk;5t80a9;;1
So signifikantným OP výkonom;1;vyk;5t80ax;;1
So signifikantným OP výkonom;1;vyk;5t80b0;;1
So signifikantným OP výkonom;1;vyk;5t80b1;;1
So signifikantným OP výkonom;1;vyk;5t80b2;;1
So signifikantným OP výkonom;1;vyk;5t80b3;;1
So signifikantným OP výkonom;1;vyk;5t80b4;;1
So signifikantným OP výkonom;1;vyk;5t80b5;;1
So signifikantným OP výkonom;1;vyk;5t80b6;;1
So signifikantným OP výkonom;1;vyk;5t80b7;;1
So signifikantným OP výkonom;1;vyk;5t80b8;;1
So signifikantným OP výkonom;1;vyk;5t80b9;;1
So signifikantným OP výkonom;1;vyk;5t80bx;;1
So signifikantným OP výkonom;1;vyk;5t80c0;;1
So signifikantným OP výkonom;1;vyk;5t80c1;;1
So signifikantným OP výkonom;1;vyk;5t80c2;;1
So signifikantným OP výkonom;1;vyk;5t80c3;;1
So signifikantným OP výkonom;1;vyk;5t80c4;;1
So signifikantným OP výkonom;1;vyk;5t80c5;;1
So signifikantným OP výkonom;1;vyk;5t80c6;;1
So signifikantným OP výkonom;1;vyk;5t80c7;;1
So signifikantným OP výkonom;1;vyk;5t80c8;;1
So signifikantným OP výkonom;1;vyk;5t80c9;;1
So signifikantným OP výkonom;1;vyk;5t80cx;;1
So signifikantným OP výkonom;1;vyk;5t80d0;;1
So signifikantným OP výkonom;1;vyk;5t80d1;;1
So signifikantným OP výkonom;1;vyk;5t80d2;;1
So signifikantným OP výkonom;1;vyk;5t80d3;;1
So signifikantným OP výkonom;1;vyk;5t80d4;;1
So signifikantným OP výkonom;1;vyk;5t80d5;;1
So signifikantným OP výkonom;1;vyk;5t80d6;;1
So signifikantným OP výkonom;1;vyk;5t80d7;;1
So signifikantným OP výkonom;1;vyk;5t80d8;;1
So signifikantným OP výkonom;1;vyk;5t80d9;;1
So signifikantným OP výkonom;1;vyk;5t80dx;;1
So signifikantným OP výkonom;1;vyk;5t80x0;;1
So signifikantným OP výkonom;1;vyk;5t80x1;;1
So signifikantným OP výkonom;1;vyk;5t80x2;;1
So signifikantným OP výkonom;1;vyk;5t80x3;;1
So signifikantným OP výkonom;1;vyk;5t80x4;;1
So signifikantným OP výkonom;1;vyk;5t80x5;;1
So signifikantným OP výkonom;1;vyk;5t80x6;;1
So signifikantným OP výkonom;1;vyk;5t80x7;;1
So signifikantným OP výkonom;1;vyk;5t80x8;;1
So signifikantným OP výkonom;1;vyk;5t80x9;;1
So signifikantným OP výkonom;1;vyk;5t80xx;;1
So signifikantným OP výkonom;1;vyk;5t8100;;1
So signifikantným OP výkonom;1;vyk;5t8101;;1
So signifikantným OP výkonom;1;vyk;5t8102;;1
So signifikantným OP výkonom;1;vyk;5t8103;;1
So signifikantným OP výkonom;1;vyk;5t8104;;1
So signifikantným OP výkonom;1;vyk;5t8105;;1
So signifikantným OP výkonom;1;vyk;5t8106;;1
So signifikantným OP výkonom;1;vyk;5t8107;;1
So signifikantným OP výkonom;1;vyk;5t8108;;1
So signifikantným OP výkonom;1;vyk;5t8109;;1
So signifikantným OP výkonom;1;vyk;5t810x;;1
So signifikantným OP výkonom;1;vyk;5t8110;;1
So signifikantným OP výkonom;1;vyk;5t8111;;1
So signifikantným OP výkonom;1;vyk;5t8112;;1
So signifikantným OP výkonom;1;vyk;5t8113;;1
So signifikantným OP výkonom;1;vyk;5t8114;;1
So signifikantným OP výkonom;1;vyk;5t8115;;1
So signifikantným OP výkonom;1;vyk;5t8116;;1
So signifikantným OP výkonom;1;vyk;5t8117;;1
So signifikantným OP výkonom;1;vyk;5t8118;;1
So signifikantným OP výkonom;1;vyk;5t8119;;1
So signifikantným OP výkonom;1;vyk;5t811x;;1
So signifikantným OP výkonom;1;vyk;5t8120;;1
So signifikantným OP výkonom;1;vyk;5t8121;;1
So signifikantným OP výkonom;1;vyk;5t8122;;1
So signifikantným OP výkonom;1;vyk;5t8123;;1
So signifikantným OP výkonom;1;vyk;5t8124;;1
So signifikantným OP výkonom;1;vyk;5t8125;;1
So signifikantným OP výkonom;1;vyk;5t8126;;1
So signifikantným OP výkonom;1;vyk;5t8127;;1
So signifikantným OP výkonom;1;vyk;5t8128;;1
So signifikantným OP výkonom;1;vyk;5t8129;;1
So signifikantným OP výkonom;1;vyk;5t812x;;1
So signifikantným OP výkonom;1;vyk;5t8130;;1
So signifikantným OP výkonom;1;vyk;5t8131;;1
So signifikantným OP výkonom;1;vyk;5t8132;;1
So signifikantným OP výkonom;1;vyk;5t8133;;1
So signifikantným OP výkonom;1;vyk;5t8134;;1
So signifikantným OP výkonom;1;vyk;5t8136;;1
So signifikantným OP výkonom;1;vyk;5t8137;;1
So signifikantným OP výkonom;1;vyk;5t8138;;1
So signifikantným OP výkonom;1;vyk;5t8139;;1
So signifikantným OP výkonom;1;vyk;5t813x;;1
So signifikantným OP výkonom;1;vyk;5t8140;;1
So signifikantným OP výkonom;1;vyk;5t8141;;1
So signifikantným OP výkonom;1;vyk;5t8142;;1
So signifikantným OP výkonom;1;vyk;5t8143;;1
So signifikantným OP výkonom;1;vyk;5t8144;;1
So signifikantným OP výkonom;1;vyk;5t8146;;1
So signifikantným OP výkonom;1;vyk;5t8147;;1
So signifikantným OP výkonom;1;vyk;5t8148;;1
So signifikantným OP výkonom;1;vyk;5t8149;;1
So signifikantným OP výkonom;1;vyk;5t814x;;1
So signifikantným OP výkonom;1;vyk;5t8150;;1
So signifikantným OP výkonom;1;vyk;5t8151;;1
So signifikantným OP výkonom;1;vyk;5t8152;;1
So signifikantným OP výkonom;1;vyk;5t8153;;1
So signifikantným OP výkonom;1;vyk;5t8154;;1
So signifikantným OP výkonom;1;vyk;5t8155;;1
So signifikantným OP výkonom;1;vyk;5t8156;;1
So signifikantným OP výkonom;1;vyk;5t8157;;1
So signifikantným OP výkonom;1;vyk;5t8158;;1
So signifikantným OP výkonom;1;vyk;5t8159;;1
So signifikantným OP výkonom;1;vyk;5t815x;;1
So signifikantným OP výkonom;1;vyk;5t8160;;1
So signifikantným OP výkonom;1;vyk;5t8161;;1
So signifikantným OP výkonom;1;vyk;5t8162;;1
So signifikantným OP výkonom;1;vyk;5t8163;;1
So signifikantným OP výkonom;1;vyk;5t8164;;1
So signifikantným OP výkonom;1;vyk;5t8165;;1
So signifikantným OP výkonom;1;vyk;5t8166;;1
So signifikantným OP výkonom;1;vyk;5t8167;;1
So signifikantným OP výkonom;1;vyk;5t8168;;1
So signifikantným OP výkonom;1;vyk;5t8169;;1
So signifikantným OP výkonom;1;vyk;5t816x;;1
So signifikantným OP výkonom;1;vyk;5t8170;;1
So signifikantným OP výkonom;1;vyk;5t8171;;1
So signifikantným OP výkonom;1;vyk;5t8172;;1
So signifikantným OP výkonom;1;vyk;5t8173;;1
So signifikantným OP výkonom;1;vyk;5t8174;;1
So signifikantným OP výkonom;1;vyk;5t8175;;1
So signifikantným OP výkonom;1;vyk;5t8176;;1
So signifikantným OP výkonom;1;vyk;5t8177;;1
So signifikantným OP výkonom;1;vyk;5t8178;;1
So signifikantným OP výkonom;1;vyk;5t8179;;1
So signifikantným OP výkonom;1;vyk;5t817x;;1
So signifikantným OP výkonom;1;vyk;5t8180;;1
So signifikantným OP výkonom;1;vyk;5t8181;;1
So signifikantným OP výkonom;1;vyk;5t8182;;1
So signifikantným OP výkonom;1;vyk;5t8183;;1
So signifikantným OP výkonom;1;vyk;5t8184;;1
So signifikantným OP výkonom;1;vyk;5t8185;;1
So signifikantným OP výkonom;1;vyk;5t8186;;1
So signifikantným OP výkonom;1;vyk;5t8187;;1
So signifikantným OP výkonom;1;vyk;5t8188;;1
So signifikantným OP výkonom;1;vyk;5t8189;;1
So signifikantným OP výkonom;1;vyk;5t818x;;1
So signifikantným OP výkonom;1;vyk;5t8190;;1
So signifikantným OP výkonom;1;vyk;5t8191;;1
So signifikantným OP výkonom;1;vyk;5t8192;;1
So signifikantným OP výkonom;1;vyk;5t8193;;1
So signifikantným OP výkonom;1;vyk;5t8194;;1
So signifikantným OP výkonom;1;vyk;5t8195;;1
So signifikantným OP výkonom;1;vyk;5t8196;;1
So signifikantným OP výkonom;1;vyk;5t8197;;1
So signifikantným OP výkonom;1;vyk;5t8198;;1
So signifikantným OP výkonom;1;vyk;5t8199;;1
So signifikantným OP výkonom;1;vyk;5t819x;;1
So signifikantným OP výkonom;1;vyk;5t81a0;;1
So signifikantným OP výkonom;1;vyk;5t81a1;;1
So signifikantným OP výkonom;1;vyk;5t81a2;;1
So signifikantným OP výkonom;1;vyk;5t81a3;;1
So signifikantným OP výkonom;1;vyk;5t81a4;;1
So signifikantným OP výkonom;1;vyk;5t81a5;;1
So signifikantným OP výkonom;1;vyk;5t81a6;;1
So signifikantným OP výkonom;1;vyk;5t81a7;;1
So signifikantným OP výkonom;1;vyk;5t81a8;;1
So signifikantným OP výkonom;1;vyk;5t81a9;;1
So signifikantným OP výkonom;1;vyk;5t81ax;;1
So signifikantným OP výkonom;1;vyk;5t81b0;;1
So signifikantným OP výkonom;1;vyk;5t81b1;;1
So signifikantným OP výkonom;1;vyk;5t81b2;;1
So signifikantným OP výkonom;1;vyk;5t81b3;;1
So signifikantným OP výkonom;1;vyk;5t81b4;;1
So signifikantným OP výkonom;1;vyk;5t81b5;;1
So signifikantným OP výkonom;1;vyk;5t81b6;;1
So signifikantným OP výkonom;1;vyk;5t81b7;;1
So signifikantným OP výkonom;1;vyk;5t81b8;;1
So signifikantným OP výkonom;1;vyk;5t81b9;;1
So signifikantným OP výkonom;1;vyk;5t81bx;;1
So signifikantným OP výkonom;1;vyk;5t81c0;;1
So signifikantným OP výkonom;1;vyk;5t81c1;;1
So signifikantným OP výkonom;1;vyk;5t81c2;;1
So signifikantným OP výkonom;1;vyk;5t81c3;;1
So signifikantným OP výkonom;1;vyk;5t81c4;;1
So signifikantným OP výkonom;1;vyk;5t81c5;;1
So signifikantným OP výkonom;1;vyk;5t81c6;;1
So signifikantným OP výkonom;1;vyk;5t81c7;;1
So signifikantným OP výkonom;1;vyk;5t81c8;;1
So signifikantným OP výkonom;1;vyk;5t81c9;;1
So signifikantným OP výkonom;1;vyk;5t81cx;;1
So signifikantným OP výkonom;1;vyk;5t81d0;;1
So signifikantným OP výkonom;1;vyk;5t81d1;;1
So signifikantným OP výkonom;1;vyk;5t81d2;;1
So signifikantným OP výkonom;1;vyk;5t81d3;;1
So signifikantným OP výkonom;1;vyk;5t81d4;;1
So signifikantným OP výkonom;1;vyk;5t81d5;;1
So signifikantným OP výkonom;1;vyk;5t81d6;;1
So signifikantným OP výkonom;1;vyk;5t81d7;;1
So signifikantným OP výkonom;1;vyk;5t81d8;;1
So signifikantným OP výkonom;1;vyk;5t81d9;;1
So signifikantným OP výkonom;1;vyk;5t81dx;;1
So signifikantným OP výkonom;1;vyk;5t81x0;;1
So signifikantným OP výkonom;1;vyk;5t81x1;;1
So signifikantným OP výkonom;1;vyk;5t81x2;;1
So signifikantným OP výkonom;1;vyk;5t81x3;;1
So signifikantným OP výkonom;1;vyk;5t81x4;;1
So signifikantným OP výkonom;1;vyk;5t81x5;;1
So signifikantným OP výkonom;1;vyk;5t81x6;;1
So signifikantným OP výkonom;1;vyk;5t81x7;;1
So signifikantným OP výkonom;1;vyk;5t81x8;;1
So signifikantným OP výkonom;1;vyk;5t81x9;;1
So signifikantným OP výkonom;1;vyk;5t81xx;;1
So signifikantným OP výkonom;1;vyk;5t8200;;1
So signifikantným OP výkonom;1;vyk;5t8201;;1
So signifikantným OP výkonom;1;vyk;5t8202;;1
So signifikantným OP výkonom;1;vyk;5t8203;;1
So signifikantným OP výkonom;1;vyk;5t8204;;1
So signifikantným OP výkonom;1;vyk;5t8205;;1
So signifikantným OP výkonom;1;vyk;5t8206;;1
So signifikantným OP výkonom;1;vyk;5t8207;;1
So signifikantným OP výkonom;1;vyk;5t8208;;1
So signifikantným OP výkonom;1;vyk;5t8209;;1
So signifikantným OP výkonom;1;vyk;5t820x;;1
So signifikantným OP výkonom;1;vyk;5t8210;;1
So signifikantným OP výkonom;1;vyk;5t8211;;1
So signifikantným OP výkonom;1;vyk;5t8212;;1
So signifikantným OP výkonom;1;vyk;5t8213;;1
So signifikantným OP výkonom;1;vyk;5t8214;;1
So signifikantným OP výkonom;1;vyk;5t8215;;1
So signifikantným OP výkonom;1;vyk;5t8216;;1
So signifikantným OP výkonom;1;vyk;5t8217;;1
So signifikantným OP výkonom;1;vyk;5t8218;;1
So signifikantným OP výkonom;1;vyk;5t8219;;1
So signifikantným OP výkonom;1;vyk;5t821x;;1
So signifikantným OP výkonom;1;vyk;5t8220;;1
So signifikantným OP výkonom;1;vyk;5t8221;;1
So signifikantným OP výkonom;1;vyk;5t8222;;1
So signifikantným OP výkonom;1;vyk;5t8223;;1
So signifikantným OP výkonom;1;vyk;5t8224;;1
So signifikantným OP výkonom;1;vyk;5t8226;;1
So signifikantným OP výkonom;1;vyk;5t8227;;1
So signifikantným OP výkonom;1;vyk;5t8228;;1
So signifikantným OP výkonom;1;vyk;5t8229;;1
So signifikantným OP výkonom;1;vyk;5t822x;;1
So signifikantným OP výkonom;1;vyk;5t8230;;1
So signifikantným OP výkonom;1;vyk;5t8231;;1
So signifikantným OP výkonom;1;vyk;5t8232;;1
So signifikantným OP výkonom;1;vyk;5t8233;;1
So signifikantným OP výkonom;1;vyk;5t8234;;1
So signifikantným OP výkonom;1;vyk;5t8236;;1
So signifikantným OP výkonom;1;vyk;5t8237;;1
So signifikantným OP výkonom;1;vyk;5t8238;;1
So signifikantným OP výkonom;1;vyk;5t8239;;1
So signifikantným OP výkonom;1;vyk;5t823x;;1
So signifikantným OP výkonom;1;vyk;5t8240;;1
So signifikantným OP výkonom;1;vyk;5t8241;;1
So signifikantným OP výkonom;1;vyk;5t8242;;1
So signifikantným OP výkonom;1;vyk;5t8243;;1
So signifikantným OP výkonom;1;vyk;5t8244;;1
So signifikantným OP výkonom;1;vyk;5t8245;;1
So signifikantným OP výkonom;1;vyk;5t8246;;1
So signifikantným OP výkonom;1;vyk;5t8247;;1
So signifikantným OP výkonom;1;vyk;5t8248;;1
So signifikantným OP výkonom;1;vyk;5t8249;;1
So signifikantným OP výkonom;1;vyk;5t824x;;1
