kodHVyk;nazovHVyk;SkDg;kodMS;nazovMS
5t7073;Tenolýza vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7074;Tenolýza vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7075;Tenolýza vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7076;Tenolýza šľachových pošiev zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7077;Tenolýza šľachových pošiev prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7078;Tenolýza šľachových pošiev palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7079;Tenolýza šľachových pošiev dlane;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7080;Tenodéza ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7081;Tenodéza ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7082;Tenodéza ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7083;Tenodéza vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7084;Tenodéza vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7085;Tenodéza vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7090;Transpozícia ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7091;Transpozícia ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7092;Transpozícia ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7093;Transpozícia vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7094;Transpozícia vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7095;Transpozícia vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70a0;Predĺženie ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70a1;Predĺženie ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70a2;Predĺženie ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70a3;Predĺženie vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70a4;Predĺženie vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70a5;Predĺženie vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70b0;Skrátenie ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70b1;Skrátenie ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70b2;Skrátenie ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70b3;Skrátenie vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70b4;Skrátenie vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70b5;Skrátenie vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70c0;Vytvorenie lôžka transplantátu ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70c1;Vytvorenie lôžka transplantátu ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70c2;Vytvorenie lôžka transplantátu ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70c3;Vytvorenie lôžka transplantátu vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70c4;Vytvorenie lôžka transplantátu vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70c5;Vytvorenie lôžka transplantátu vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70d0;Transplantácia ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70d1;Transplantácia ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70d2;Transplantácia ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70d3;Transplantácia vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70d4;Transplantácia vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70d5;Transplantácia vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70e0;Revízia implantátu ohýbača zápästia bez výmeny;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70e1;Revízia implantátu ohýbača prsta bez výmeny;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70e2;Revízia implantátu ohýbača palca bez výmeny;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70e3;Revízia implantátu vystierača zápästia bez výmeny;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70e4;Revízia implantátu vystierača prsta bez výmeny;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70e5;Revízia implantátu vystierača palca bez výmeny;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70f0;Výmena implantátu ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70f1;Výmena implantátu ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70f2;Výmena implantátu ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70f3;Výmena implantátu vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70f4;Výmena implantátu vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70f5;Výmena implantátu vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70g0;Odstránenie dens epistrophei implantátu ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70g1;Odstránenie implantátu ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70g2;Odstránenie implantátu ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70g3;Odstránenie implantátu vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70g4;Odstránenie implantátu vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70g5;Odstránenie implantátu vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70h0;Plastika šľachy ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70h1;Plastika šľachy ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70h2;Plastika šľachy ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70h3;Plastika šľachy vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70h4;Plastika šľachy vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70h5;Plastika šľachy vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70h6;Plastika šľachových pošiev zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70h7;Plastika šľachových pošiev prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70h8;Plastika šľachových pošiev palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70h9;Plastika šľachových pošiev dlane;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70j0;Spájanie šliach (previazanie) ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70j1;Spájanie šliach (previazanie) ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70j2;Spájanie šliach (previazanie) ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70j3;Spájanie šliach (previazanie) vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70j4;Spájanie šliach (previazanie) vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70j5;Spájanie šliach (previazanie) vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70k0;Refixácia ohýbača zápästia ku kosti vrátane kovovej kotvy ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70k1;Refixácia ohýbača prsta ku kosti vrátane kovovej kotvy ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70k2;Refixácia ohýbača palca ku kosti vrátane kovovej kotvy ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70k3;Refixácia vystierača zápästia ku kosti vrátane kovovej kotvy ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70k4;Refixácia vystierača prsta ku kosti vrátane kovovej kotvy ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70k5;Refixácia vystierača palca ku kosti vrátane kovovej kotvy ;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70l0;Perkutánna tenotómia ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70l1;Perkutánna tenotómia ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70l2;Perkutánna tenotómia ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70l3;Perkutánna tenotómia vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70l4;Perkutánna tenotómia vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70l5;Perkutánna tenotómia vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70m0;Otvorená chirurgická tenotómia ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70m1;Otvorená chirurgická tenotómia ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70m2;Otvorená chirurgická tenotómia ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70m3;Otvorená chirurgická tenotómia vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70m4;Otvorená chirurgická tenotómia vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70m5;Otvorená chirurgická tenotómia vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70n0;Tenotómia s obmedzeným prístupom ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70n1;Tenotómia s obmedzeným prístupom ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70n2;Tenotómia s obmedzeným prístupom ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70n3;Tenotómia s obmedzeným prístupom vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70n4;Tenotómia s obmedzeným prístupom vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70n5;Tenotómia s obmedzeným prístupom vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70x0;Ostatné operácie ohýbača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70x1;Ostatné operácie ohýbača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70x2;Ostatné operácie ohýbača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70x3;Ostatné operácie vystierača zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70x4;Ostatné operácie vystierača prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70x5;Ostatné operácie vystierača palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70x6;Ostatné operácie šľachových pošiev zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70x7;Ostatné operácie šľachových pošiev prsta;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70x8;Ostatné operácie šľachových pošiev palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t70x9;Ostatné operácie šľachových pošiev dlane;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7100;Incízie radiokarpálneho väzu vrátane drenáže ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7101;Incízie retinaculum flexorum vrátane drenáže ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7102;Incízie ostatných väzov zápästia vrátane drenáže ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7103;Incízie väzov stredoručia vrátane drenáže ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7104;Incízie väzov metakarpofalangeálnych kĺbov prstov ruky vrátane drenáže ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7105;Incízie väzov metakarpofalangeálneho kĺbu palca vrátane drenáže ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7106;Incízie väzov interfalangeálnych kĺbov prstov ruky vrátane drenáže ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7107;Incízie väzov interfalangeálneho kĺbu palca vrátane drenáže ;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7110;Prerušenie radiokarpálneho väzu;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t71110;Prerušenie väzu retinaculum flexorum;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t71111;Prerušenie väzu retinaculum flexorum s epineurolýzou n. medianus;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7112;Prerušenie ostatných väzov zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7113;Prerušenie väzov stredoručia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7114;Prerušenie väzov metakarpofalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7115;Prerušenie väzov metakarpofalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7116;Prerušenie väzov interfalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7117;Prerušenie väzov interfalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7120;Parciálna excízia radiokarpálneho väzu;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7121;Parciálna excízia retinaculum flexorum;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7122;Parciálna excízia ostatných väzov zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7123;Parciálna excízia väzov stredoručia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7124;Parciálna excízia väzov metakarpofalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7125;Parciálna excízia väzov metakarpofalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7126;Parciálna excízia väzov interfalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7127;Parciálna excízia väzov interfalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7130;Totálna excízia radiokarpálneho väzu;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7131;Totálna excízia retinaculum flexorum;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7132;Totálna excízia ostatných väzov zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7133;Totálna excízia väzov stredoručia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7134;Totálna excízia väzov metakarpofalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7135;Totálna excízia väzov metakarpofalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7136;Totálna excízia väzov interfalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7137;Totálna excízia väzov interfalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7140;Primárna sutúra radiokarpálneho väzu;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7141;Primárna sutúra retinaculum flexorum;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7142;Primárna sutúra ostatných väzov zápästia;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7143;Primárna sutúra väzov stredoručia;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7144;Primárna sutúra väzov metakarpofalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7145;Primárna sutúra väzov metakarpofalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7146;Primárna sutúra väzov interfalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7147;Primárna sutúra väzov interfalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-50;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy
5t7150;Sekundárna sutúra radiokarpálneho väzu;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7151;Sekundárna sutúra retinaculum flexorum;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7152;Sekundárna sutúra ostatných väzov zápästia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7153;Sekundárna sutúra väzov stredoručia;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7154;Sekundárna sutúra väzov metakarpofalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7155;Sekundárna sutúra väzov metakarpofalangeálneho kĺbu palca;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
5t7156;Sekundárna sutúra väzov interfalangeálnych kĺbov prstov ruky;Trauma a poúrazové stavy ;S02-19;Výkony na svaloch, fasciách, šľachách a burzách pre traumu a poúrazové stavy zložité
